gene_id	pathway
TRINITY_DN745_c0_g1	map03013
TRINITY_DN814_c0_g1	map03013
TRINITY_DN817_c0_g1	map03013
TRINITY_DN819_c0_g1	map03013
TRINITY_DN82_c1_g1	map03013
TRINITY_DN8377_c0_g1	map03013
TRINITY_DN8847_c0_g1	map03013
TRINITY_DN8973_c0_g1	map03013
TRINITY_DN9007_c0_g1	map03013
TRINITY_DN942_c0_g1	map03013
TRINITY_DN1075_c0_g1	map03015
TRINITY_DN11_c0_g1	map03015
TRINITY_DN12279_c0_g1	map03015
TRINITY_DN122_c0_g1	map03015
TRINITY_DN12428_c0_g1	map03015
TRINITY_DN1270_c0_g2	map03015
TRINITY_DN1275_c0_g1	map03015
TRINITY_DN1303_c0_g1	map03015
TRINITY_DN1365_c0_g1	map03015
TRINITY_DN16025_c0_g1	map03015
TRINITY_DN17884_c0_g1	map03015
TRINITY_DN1841_c0_g2	map03015
TRINITY_DN1880_c0_g1	map03015
TRINITY_DN1921_c0_g1	map03015
TRINITY_DN2006_c0_g1	map03015
TRINITY_DN2132_c0_g1	map03015
TRINITY_DN2201_c0_g1	map03015
TRINITY_DN2215_c0_g1	map03015
TRINITY_DN2261_c0_g1	map03015
TRINITY_DN235_c0_g1	map03015
TRINITY_DN2448_c0_g1	map03015
TRINITY_DN244_c0_g1	map03015
TRINITY_DN2505_c0_g1	map03015
TRINITY_DN2868_c0_g1	map03015
TRINITY_DN2909_c0_g1	map03015
TRINITY_DN298_c0_g1	map03015
TRINITY_DN3070_c0_g1	map03015
TRINITY_DN3132_c0_g1	map03015
TRINITY_DN31_c0_g1	map03015
TRINITY_DN3507_c0_g1	map03015
TRINITY_DN3571_c0_g1	map03015
TRINITY_DN3589_c0_g1	map03015
TRINITY_DN3663_c0_g1	map03015
TRINITY_DN3776_c0_g1	map03015
TRINITY_DN3988_c0_g1	map03015
TRINITY_DN4060_c0_g1	map03015
TRINITY_DN4246_c0_g1	map03015
TRINITY_DN4742_c1_g1	map03015
TRINITY_DN501_c0_g1	map03015
TRINITY_DN50_c0_g1	map03015
TRINITY_DN5108_c0_g1	map03015
TRINITY_DN5920_c0_g1	map03015
TRINITY_DN683_c0_g1	map03015
TRINITY_DN691_c0_g1	map03015
TRINITY_DN708_c0_g1	map03015
TRINITY_DN7178_c0_g1	map03015
TRINITY_DN758_c0_g1	map03015
TRINITY_DN817_c0_g1	map03015
TRINITY_DN82_c1_g1	map03015
TRINITY_DN942_c0_g1	map03015
TRINITY_DN96_c0_g2	map03015
TRINITY_DN104_c0_g1	map03018
TRINITY_DN10642_c0_g1	map03018
TRINITY_DN10814_c0_g1	map03018
TRINITY_DN1094_c0_g1	map03018
TRINITY_DN1096_c0_g1	map03018
TRINITY_DN1113_c0_g1	map03018
TRINITY_DN1213_c0_g1	map03018
TRINITY_DN12341_c0_g1	map03018
TRINITY_DN12439_c0_g1	map03018
TRINITY_DN1296_c0_g1	map03018
TRINITY_DN14635_c0_g1	map03018
TRINITY_DN1498_c0_g1	map03018
TRINITY_DN1522_c0_g1	map03018
TRINITY_DN16103_c0_g1	map03018
TRINITY_DN17687_c0_g1	map03018
TRINITY_DN17822_c0_g1	map03018
TRINITY_DN1869_c0_g1	map03018
TRINITY_DN1877_c0_g1	map03018
TRINITY_DN2348_c0_g1	map03018
TRINITY_DN2583_c0_g1	map03018
TRINITY_DN2653_c0_g1	map03018
TRINITY_DN2740_c0_g1	map03018
TRINITY_DN2777_c0_g1	map03018
TRINITY_DN300_c0_g1	map03018
TRINITY_DN3164_c0_g1	map03018
TRINITY_DN3306_c0_g1	map03018
TRINITY_DN3440_c0_g1	map03018
TRINITY_DN3788_c0_g1	map03018
TRINITY_DN3820_c0_g1	map03018
TRINITY_DN4309_c0_g1	map03018
TRINITY_DN4369_c0_g1	map03018
TRINITY_DN442_c0_g1	map03018
TRINITY_DN4444_c0_g1	map03018
TRINITY_DN4491_c0_g1	map03018
TRINITY_DN4553_c0_g1	map03018
TRINITY_DN4706_c0_g1	map03018
TRINITY_DN4892_c1_g1	map03018
TRINITY_DN4950_c0_g1	map03018
TRINITY_DN5019_c0_g1	map03018
TRINITY_DN501_c0_g1	map03018
TRINITY_DN644_c0_g1	map03018
TRINITY_DN693_c0_g1	map03018
TRINITY_DN708_c0_g1	map03018
TRINITY_DN804_c0_g1	map03018
TRINITY_DN8736_c0_g1	map03018
TRINITY_DN88_c0_g1	map03018
TRINITY_DN906_c0_g1	map03018
TRINITY_DN926_c0_g1	map03018
TRINITY_DN1057_c0_g1	map03020
TRINITY_DN1107_c0_g1	map03020
TRINITY_DN1157_c0_g1	map03020
TRINITY_DN1185_c0_g1	map03020
TRINITY_DN1193_c0_g1	map03020
TRINITY_DN1386_c0_g1	map03020
TRINITY_DN1444_c0_g1	map03020
TRINITY_DN17692_c0_g1	map03020
TRINITY_DN2547_c0_g1	map03020
TRINITY_DN2653_c0_g1	map03020
TRINITY_DN2734_c0_g1	map03020
TRINITY_DN34_c0_g1	map03020
TRINITY_DN3665_c0_g1	map03020
TRINITY_DN3758_c0_g1	map03020
TRINITY_DN4215_c0_g1	map03020
TRINITY_DN4716_c0_g1	map03020
TRINITY_DN480_c0_g1	map03020
TRINITY_DN489_c0_g1	map03020
TRINITY_DN5643_c1_g1	map03020
TRINITY_DN597_c0_g1	map03020
TRINITY_DN651_c1_g1	map03020
TRINITY_DN6941_c0_g1	map03020
TRINITY_DN6998_c0_g1	map03020
TRINITY_DN742_c0_g1	map03020
TRINITY_DN75_c0_g1	map03020
TRINITY_DN8710_c0_g1	map03020
TRINITY_DN9039_c0_g1	map03020
TRINITY_DN985_c0_g1	map03020
TRINITY_DN1002_c0_g1	map03022
TRINITY_DN116_c0_g1	map03022
TRINITY_DN12266_c0_g1	map03022
TRINITY_DN12326_c0_g1	map03022
TRINITY_DN1270_c0_g4	map03022
TRINITY_DN1270_c0_g5	map03022
TRINITY_DN1286_c0_g1	map03022
TRINITY_DN14056_c0_g1	map03022
TRINITY_DN1543_c0_g1	map03022
TRINITY_DN16074_c0_g1	map03022
TRINITY_DN1619_c0_g1	map03022
TRINITY_DN1736_c0_g1	map03022
TRINITY_DN1881_c0_g1	map03022
TRINITY_DN208_c0_g1	map03022
TRINITY_DN227_c0_g1	map03022
TRINITY_DN2956_c0_g1	map03022
TRINITY_DN3255_c0_g1	map03022
TRINITY_DN348_c0_g1	map03022
TRINITY_DN3677_c0_g1	map03022
TRINITY_DN3756_c0_g1	map03022
TRINITY_DN3891_c0_g1	map03022
TRINITY_DN3895_c0_g1	map03022
TRINITY_DN4405_c0_g1	map03022
TRINITY_DN4518_c0_g1	map03022
TRINITY_DN4698_c0_g1	map03022
TRINITY_DN475_c0_g1	map03022
TRINITY_DN4903_c0_g1	map03022
TRINITY_DN4972_c0_g1	map03022
TRINITY_DN5075_c0_g1	map03022
TRINITY_DN519_c0_g1	map03022
TRINITY_DN5273_c0_g1	map03022
TRINITY_DN8457_c0_g1	map03022
TRINITY_DN8727_c0_g1	map03022
TRINITY_DN10690_c0_g1	map03030
TRINITY_DN1079_c0_g1	map03030
TRINITY_DN10815_c0_g1	map03030
TRINITY_DN1146_c0_g1	map03030
TRINITY_DN12396_c0_g1	map03030
TRINITY_DN14196_c0_g1	map03030
TRINITY_DN14217_c0_g1	map03030
TRINITY_DN14313_c0_g1	map03030
TRINITY_DN1516_c0_g1	map03030
TRINITY_DN15939_c0_g1	map03030
TRINITY_DN15954_c0_g1	map03030
TRINITY_DN16075_c0_g1	map03030
TRINITY_DN16121_c0_g1	map03030
TRINITY_DN16150_c0_g1	map03030
TRINITY_DN16535_c0_g1	map03030
TRINITY_DN1689_c0_g1	map03030
TRINITY_DN16965_c0_g1	map03030
TRINITY_DN17822_c0_g1	map03030
TRINITY_DN2075_c0_g1	map03030
TRINITY_DN2131_c0_g1	map03030
TRINITY_DN2727_c0_g1	map03030
TRINITY_DN3026_c0_g1	map03030
TRINITY_DN3407_c0_g1	map03030
TRINITY_DN3456_c0_g1	map03030
TRINITY_DN3623_c0_g1	map03030
TRINITY_DN4104_c0_g1	map03030
TRINITY_DN4205_c0_g1	map03030
TRINITY_DN464_c0_g1	map03030
TRINITY_DN464_c0_g2	map03030
TRINITY_DN464_c1_g1	map03030
TRINITY_DN4710_c0_g1	map03030
TRINITY_DN4918_c0_g1	map03030
TRINITY_DN5234_c0_g1	map03030
TRINITY_DN63_c0_g1	map03030
TRINITY_DN742_c0_g1	map03030
TRINITY_DN8771_c0_g1	map03030
TRINITY_DN8941_c0_g1	map03030
TRINITY_DN904_c0_g1	map03030
TRINITY_DN1073_c0_g1	map03040
TRINITY_DN1094_c0_g1	map03040
TRINITY_DN10969_c0_g1	map03040
TRINITY_DN11099_c0_g1	map03040
TRINITY_DN1113_c0_g1	map03040
TRINITY_DN11150_c0_g1	map03040
TRINITY_DN1187_c0_g1	map03040
TRINITY_DN11_c0_g1	map03040
TRINITY_DN1225_c0_g1	map03040
TRINITY_DN12303_c0_g1	map03040
TRINITY_DN12346_c0_g1	map03040
TRINITY_DN12384_c0_g1	map03040
TRINITY_DN12465_c1_g1	map03040
TRINITY_DN1270_c0_g2	map03040
TRINITY_DN1275_c0_g1	map03040
TRINITY_DN1281_c0_g1	map03040
TRINITY_DN1334_c0_g1	map03040
TRINITY_DN14075_c0_g1	map03040
TRINITY_DN14635_c0_g1	map03040
TRINITY_DN1564_c0_g1	map03040
TRINITY_DN1578_c0_g1	map03040
TRINITY_DN15840_c0_g1	map03040
TRINITY_DN1593_c0_g2	map03040
TRINITY_DN16083_c0_g1	map03040
TRINITY_DN1694_c0_g1	map03040
TRINITY_DN170_c0_g1	map03040
TRINITY_DN170_c0_g2	map03040
TRINITY_DN171_c0_g1	map03040
TRINITY_DN1741_c0_g1	map03040
TRINITY_DN17831_c0_g1	map03040
TRINITY_DN17842_c0_g1	map03040
TRINITY_DN17884_c0_g1	map03040
TRINITY_DN17913_c0_g1	map03040
TRINITY_DN18051_c0_g1	map03040
TRINITY_DN18485_c0_g1	map03040
TRINITY_DN18875_c0_g1	map03040
TRINITY_DN1981_c0_g1	map03040
TRINITY_DN2006_c0_g1	map03040
TRINITY_DN2110_c0_g1	map03040
TRINITY_DN227_c0_g1	map03040
TRINITY_DN2333_c0_g1	map03040
TRINITY_DN2448_c0_g1	map03040
TRINITY_DN2463_c0_g1	map03040
TRINITY_DN249_c0_g1	map03040
TRINITY_DN2505_c0_g1	map03040
TRINITY_DN2511_c4_g1	map03040
TRINITY_DN2583_c0_g1	map03040
TRINITY_DN2682_c0_g2	map03040
TRINITY_DN272_c0_g1	map03040
TRINITY_DN2866_c0_g1	map03040
TRINITY_DN311_c0_g1	map03040
TRINITY_DN31_c0_g1	map03040
TRINITY_DN3308_c0_g1	map03040
TRINITY_DN3414_c0_g1	map03040
TRINITY_DN3423_c0_g1	map03040
TRINITY_DN3427_c0_g1	map03040
TRINITY_DN3617_c0_g1	map03040
TRINITY_DN3654_c0_g1	map03040
TRINITY_DN373_c0_g1	map03040
TRINITY_DN377_c0_g1	map03040
TRINITY_DN3797_c0_g1	map03040
TRINITY_DN3840_c0_g1	map03040
TRINITY_DN3855_c0_g1	map03040
TRINITY_DN385_c0_g1	map03040
TRINITY_DN3863_c0_g1	map03040
TRINITY_DN394_c0_g1	map03040
TRINITY_DN3984_c0_g1	map03040
TRINITY_DN408_c0_g1	map03040
TRINITY_DN446_c0_g1	map03040
TRINITY_DN4491_c0_g1	map03040
TRINITY_DN451_c0_g1	map03040
TRINITY_DN4560_c0_g1	map03040
TRINITY_DN495_c0_g1	map03040
TRINITY_DN524_c0_g1	map03040
TRINITY_DN528_c0_g1	map03040
TRINITY_DN579_c0_g1	map03040
TRINITY_DN593_c0_g1	map03040
TRINITY_DN619_c0_g1	map03040
TRINITY_DN644_c0_g1	map03040
TRINITY_DN6594_c0_g1	map03040
TRINITY_DN6594_c0_g3	map03040
TRINITY_DN683_c0_g1	map03040
TRINITY_DN6998_c0_g1	map03040
TRINITY_DN73_c0_g1	map03040
TRINITY_DN742_c0_g1	map03040
TRINITY_DN7814_c0_g1	map03040
TRINITY_DN801_c0_g1	map03040
TRINITY_DN864_c0_g1	map03040
TRINITY_DN919_c0_g1	map03040
TRINITY_DN9218_c0_g1	map03040
TRINITY_DN9601_c0_g1	map03040
TRINITY_DN1077_c0_g1	map03050
TRINITY_DN10845_c0_g1	map03050
TRINITY_DN12407_c0_g1	map03050
TRINITY_DN12528_c0_g1	map03050
TRINITY_DN1383_c0_g1	map03050
TRINITY_DN16290_c0_g1	map03050
TRINITY_DN1754_c0_g2	map03050
TRINITY_DN18298_c0_g1	map03050
TRINITY_DN1855_c1_g1	map03050
TRINITY_DN2054_c0_g1	map03050
TRINITY_DN2057_c0_g1	map03050
TRINITY_DN2218_c0_g1	map03050
TRINITY_DN233_c0_g1	map03050
TRINITY_DN2462_c0_g1	map03050
TRINITY_DN2799_c0_g1	map03050
TRINITY_DN2911_c0_g1	map03050
TRINITY_DN2960_c0_g1	map03050
TRINITY_DN2985_c0_g1	map03050
TRINITY_DN3035_c0_g1	map03050
TRINITY_DN3103_c0_g1	map03050
TRINITY_DN3505_c0_g1	map03050
TRINITY_DN3830_c0_g1	map03050
TRINITY_DN3879_c0_g1	map03050
TRINITY_DN3895_c0_g1	map03050
TRINITY_DN3957_c0_g1	map03050
TRINITY_DN3977_c0_g1	map03050
TRINITY_DN4125_c0_g1	map03050
TRINITY_DN43_c0_g1	map03050
TRINITY_DN4601_c0_g1	map03050
TRINITY_DN4949_c0_g1	map03050
TRINITY_DN5061_c0_g1	map03050
TRINITY_DN5851_c0_g1	map03050
TRINITY_DN5899_c0_g1	map03050
TRINITY_DN891_c0_g1	map03050
TRINITY_DN919_c0_g1	map03050
TRINITY_DN986_c0_g1	map03050
TRINITY_DN10793_c0_g1	map03060
TRINITY_DN14000_c0_g1	map03060
TRINITY_DN1952_c0_g1	map03060
TRINITY_DN2157_c0_g1	map03060
TRINITY_DN246_c0_g1	map03060
TRINITY_DN2472_c0_g1	map03060
TRINITY_DN3041_c0_g1	map03060
TRINITY_DN345_c0_g1	map03060
TRINITY_DN3710_c0_g1	map03060
TRINITY_DN3801_c0_g1	map03060
TRINITY_DN3819_c0_g1	map03060
TRINITY_DN3911_c0_g1	map03060
TRINITY_DN4199_c0_g1	map03060
TRINITY_DN4305_c0_g1	map03060
TRINITY_DN4309_c0_g1	map03060
TRINITY_DN5240_c0_g1	map03060
TRINITY_DN6594_c0_g2	map03060
TRINITY_DN8854_c0_g1	map03060
TRINITY_DN1952_c0_g1	map03070
TRINITY_DN3710_c0_g1	map03070
TRINITY_DN11021_c0_g1	map03320
TRINITY_DN1216_c0_g1	map03320
TRINITY_DN12491_c0_g1	map03320
TRINITY_DN14133_c0_g1	map03320
TRINITY_DN14166_c0_g1	map03320
TRINITY_DN14198_c0_g1	map03320
TRINITY_DN17611_c0_g1	map03320
TRINITY_DN1772_c0_g1	map03320
TRINITY_DN17860_c0_g1	map03320
TRINITY_DN17911_c0_g1	map03320
TRINITY_DN1941_c0_g1	map03320
TRINITY_DN2128_c0_g1	map03320
TRINITY_DN2378_c0_g1	map03320
TRINITY_DN2403_c0_g1	map03320
TRINITY_DN3176_c0_g1	map03320
TRINITY_DN3570_c0_g1	map03320
TRINITY_DN3896_c0_g1	map03320
TRINITY_DN4449_c0_g1	map03320
TRINITY_DN4895_c0_g1	map03320
TRINITY_DN5307_c0_g1	map03320
TRINITY_DN5354_c0_g1	map03320
TRINITY_DN6487_c0_g1	map03320
TRINITY_DN661_c0_g1	map03320
TRINITY_DN8377_c0_g1	map03320
TRINITY_DN8378_c0_g1	map03320
TRINITY_DN8990_c0_g1	map03320
TRINITY_DN10690_c0_g1	map03410
TRINITY_DN1072_c0_g1	map03410
TRINITY_DN1146_c0_g1	map03410
TRINITY_DN14006_c0_g1	map03410
TRINITY_DN14188_c1_g1	map03410
TRINITY_DN14196_c0_g1	map03410
TRINITY_DN14217_c0_g1	map03410
TRINITY_DN14440_c0_g1	map03410
TRINITY_DN15948_c0_g1	map03410
TRINITY_DN1736_c0_g1	map03410
TRINITY_DN1751_c0_g1	map03410
TRINITY_DN17822_c0_g1	map03410
TRINITY_DN18440_c0_g1	map03410
TRINITY_DN2075_c0_g1	map03410
TRINITY_DN2727_c0_g1	map03410
TRINITY_DN2934_c0_g1	map03410
TRINITY_DN29_c0_g2	map03410
TRINITY_DN3308_c0_g1	map03410
TRINITY_DN3407_c0_g1	map03410
TRINITY_DN3456_c0_g1	map03410
TRINITY_DN3588_c0_g1	map03410
TRINITY_DN3802_c0_g1	map03410
TRINITY_DN409_c0_g1	map03410
TRINITY_DN4104_c0_g1	map03410
TRINITY_DN451_c0_g1	map03410
TRINITY_DN4790_c0_g1	map03410
TRINITY_DN63_c0_g1	map03410
TRINITY_DN742_c0_g1	map03410
TRINITY_DN10690_c0_g1	map03420
TRINITY_DN1079_c0_g1	map03420
TRINITY_DN10831_c0_g1	map03420
TRINITY_DN1146_c0_g1	map03420
TRINITY_DN12266_c0_g1	map03420
TRINITY_DN12396_c0_g1	map03420
TRINITY_DN12549_c0_g1	map03420
TRINITY_DN14056_c0_g1	map03420
TRINITY_DN14175_c0_g1	map03420
TRINITY_DN14217_c0_g1	map03420
TRINITY_DN14234_c0_g1	map03420
TRINITY_DN1516_c0_g1	map03420
TRINITY_DN15982_c0_g1	map03420
TRINITY_DN16121_c0_g1	map03420
TRINITY_DN1619_c0_g1	map03420
TRINITY_DN1689_c0_g1	map03420
TRINITY_DN17760_c0_g1	map03420
TRINITY_DN17822_c0_g1	map03420
TRINITY_DN18344_c0_g1	map03420
TRINITY_DN190_c0_g1	map03420
TRINITY_DN2075_c0_g1	map03420
TRINITY_DN2560_c0_g1	map03420
TRINITY_DN2561_c0_g1	map03420
TRINITY_DN2727_c0_g1	map03420
TRINITY_DN3026_c0_g1	map03420
TRINITY_DN3407_c0_g1	map03420
TRINITY_DN3456_c0_g1	map03420
TRINITY_DN3713_c0_g1	map03420
TRINITY_DN3891_c0_g1	map03420
TRINITY_DN3953_c0_g1	map03420
TRINITY_DN4104_c0_g1	map03420
TRINITY_DN4114_c0_g1	map03420
TRINITY_DN4405_c0_g1	map03420
TRINITY_DN4518_c0_g1	map03420
TRINITY_DN4698_c0_g1	map03420
TRINITY_DN5075_c0_g1	map03420
TRINITY_DN5080_c0_g1	map03420
TRINITY_DN519_c0_g1	map03420
TRINITY_DN63_c0_g1	map03420
TRINITY_DN742_c0_g1	map03420
TRINITY_DN8941_c0_g1	map03420
TRINITY_DN904_c0_g1	map03420
TRINITY_DN1079_c0_g1	map03430
TRINITY_DN1146_c0_g1	map03430
TRINITY_DN12396_c0_g1	map03430
TRINITY_DN1516_c0_g1	map03430
TRINITY_DN16121_c0_g1	map03430
TRINITY_DN1689_c0_g1	map03430
TRINITY_DN17760_c0_g1	map03430
TRINITY_DN17822_c0_g1	map03430
TRINITY_DN1801_c0_g1	map03430
TRINITY_DN18344_c0_g1	map03430
TRINITY_DN2075_c0_g1	map03430
TRINITY_DN2524_c0_g1	map03430
TRINITY_DN2641_c0_g1	map03430
TRINITY_DN2727_c0_g1	map03430
TRINITY_DN3026_c0_g1	map03430
TRINITY_DN3288_c0_g1	map03430
TRINITY_DN3407_c0_g1	map03430
TRINITY_DN3456_c0_g1	map03430
TRINITY_DN3862_c0_g1	map03430
TRINITY_DN4104_c0_g1	map03430
TRINITY_DN8927_c0_g1	map03430
TRINITY_DN8941_c0_g1	map03430
TRINITY_DN9041_c0_g1	map03430
TRINITY_DN904_c0_g1	map03430
TRINITY_DN1079_c0_g1	map03440
TRINITY_DN1146_c0_g1	map03440
TRINITY_DN12397_c0_g1	map03440
TRINITY_DN1412_c0_g1	map03440
TRINITY_DN1606_c0_g3	map03440
TRINITY_DN1689_c0_g1	map03440
TRINITY_DN17822_c0_g1	map03440
TRINITY_DN1906_c0_g1	map03440
TRINITY_DN2318_c1_g1	map03440
TRINITY_DN2715_c0_g1	map03440
TRINITY_DN2765_c0_g1	map03440
TRINITY_DN2957_c0_g1	map03440
TRINITY_DN3350_c0_g1	map03440
TRINITY_DN3407_c0_g1	map03440
TRINITY_DN3456_c0_g1	map03440
TRINITY_DN4006_c0_g1	map03440
TRINITY_DN4738_c0_g1	map03440
TRINITY_DN5089_c0_g1	map03440
TRINITY_DN515_c0_g1	map03440
TRINITY_DN559_c0_g1	map03440
TRINITY_DN78_c0_g1	map03440
TRINITY_DN804_c0_g1	map03440
TRINITY_DN904_c0_g1	map03440
TRINITY_DN1187_c0_g1	map03450
TRINITY_DN12397_c0_g1	map03450
TRINITY_DN14196_c0_g1	map03450
TRINITY_DN1736_c0_g1	map03450
TRINITY_DN2765_c0_g1	map03450
TRINITY_DN3467_c0_g1	map03450
TRINITY_DN409_c0_g1	map03450
TRINITY_DN4144_c0_g1	map03450
TRINITY_DN4738_c0_g1	map03450
TRINITY_DN5097_c0_g1	map03450
TRINITY_DN8745_c0_g1	map03450
TRINITY_DN1079_c0_g1	map03460
TRINITY_DN10832_c0_g1	map03460
TRINITY_DN11057_c0_g1	map03460
TRINITY_DN1187_c0_g1	map03460
TRINITY_DN138_c0_g1	map03460
TRINITY_DN1412_c0_g1	map03460
TRINITY_DN14234_c0_g1	map03460
TRINITY_DN15874_c0_g1	map03460
TRINITY_DN1606_c0_g3	map03460
TRINITY_DN1689_c0_g1	map03460
TRINITY_DN17687_c0_g1	map03460
TRINITY_DN17793_c0_g1	map03460
TRINITY_DN2318_c1_g1	map03460
TRINITY_DN2524_c0_g1	map03460
TRINITY_DN2560_c0_g1	map03460
TRINITY_DN2715_c0_g1	map03460
TRINITY_DN2957_c0_g1	map03460
TRINITY_DN383_c0_g1	map03460
TRINITY_DN4006_c0_g1	map03460
TRINITY_DN4357_c0_g1	map03460
TRINITY_DN4359_c0_g1	map03460
TRINITY_DN4730_c0_g1	map03460
TRINITY_DN556_c0_g1	map03460
TRINITY_DN559_c0_g1	map03460
TRINITY_DN9041_c0_g1	map03460
TRINITY_DN904_c0_g1	map03460
TRINITY_DN1008_c0_g1	map04010
TRINITY_DN1018_c0_g1	map04010
TRINITY_DN1029_c0_g1	map04010
TRINITY_DN1324_c0_g1	map04010
TRINITY_DN14012_c0_g1	map04010
TRINITY_DN1465_c0_g1	map04010
TRINITY_DN16131_c0_g1	map04010
TRINITY_DN209_c0_g1	map04010
TRINITY_DN2543_c0_g1	map04010
TRINITY_DN2648_c0_g1	map04010
TRINITY_DN3178_c0_g1	map04010
TRINITY_DN3184_c0_g1	map04010
TRINITY_DN3821_c0_g1	map04010
TRINITY_DN3882_c0_g1	map04010
TRINITY_DN3906_c0_g1	map04010
TRINITY_DN481_c0_g1	map04010
TRINITY_DN5001_c0_g1	map04010
TRINITY_DN629_c0_g1	map04010
TRINITY_DN6381_c0_g1	map04010
TRINITY_DN6594_c0_g1	map04010
TRINITY_DN6594_c0_g3	map04010
TRINITY_DN827_c0_g1	map04010
TRINITY_DN871_c0_g1	map04010
TRINITY_DN898_c0_g1	map04010
TRINITY_DN9266_c0_g1	map04010
TRINITY_DN962_c0_g1	map04010
TRINITY_DN977_c0_g1	map04010
TRINITY_DN1037_c0_g1	map04011
TRINITY_DN10562_c0_g1	map04011
TRINITY_DN10844_c0_g1	map04011
TRINITY_DN10998_c0_g1	map04011
TRINITY_DN11442_c0_g1	map04011
TRINITY_DN1170_c0_g1	map04011
TRINITY_DN1170_c0_g2	map04011
TRINITY_DN11892_c0_g1	map04011
TRINITY_DN1238_c0_g1	map04011
TRINITY_DN12394_c0_g1	map04011
TRINITY_DN1253_c0_g1	map04011
TRINITY_DN12779_c0_g1	map04011
TRINITY_DN13040_c0_g1	map04011
TRINITY_DN1324_c0_g1	map04011
TRINITY_DN1325_c0_g1	map04011
TRINITY_DN14050_c0_g1	map04011
TRINITY_DN14054_c0_g1	map04011
TRINITY_DN14144_c0_g1	map04011
TRINITY_DN1432_c0_g1	map04011
TRINITY_DN14519_c0_g1	map04011
TRINITY_DN1497_c0_g1	map04011
TRINITY_DN1507_c0_g1	map04011
TRINITY_DN15784_c0_g1	map04011
TRINITY_DN15850_c0_g1	map04011
TRINITY_DN16054_c0_g1	map04011
TRINITY_DN16359_c0_g1	map04011
TRINITY_DN1734_c0_g1	map04011
TRINITY_DN17413_c0_g1	map04011
TRINITY_DN1772_c0_g1	map04011
TRINITY_DN18053_c0_g1	map04011
TRINITY_DN1814_c0_g1	map04011
TRINITY_DN19083_c0_g1	map04011
TRINITY_DN1941_c0_g1	map04011
TRINITY_DN1972_c0_g2	map04011
TRINITY_DN19_c0_g1	map04011
TRINITY_DN2084_c0_g1	map04011
TRINITY_DN20_c0_g2	map04011
TRINITY_DN2166_c0_g1	map04011
TRINITY_DN2174_c0_g1	map04011
TRINITY_DN2350_c0_g1	map04011
TRINITY_DN2543_c0_g1	map04011
TRINITY_DN254_c0_g1	map04011
TRINITY_DN2648_c0_g2	map04011
TRINITY_DN2948_c0_g1	map04011
TRINITY_DN298_c0_g1	map04011
TRINITY_DN2998_c0_g1	map04011
TRINITY_DN3083_c0_g1	map04011
TRINITY_DN3243_c0_g1	map04011
TRINITY_DN3253_c0_g1	map04011
TRINITY_DN334_c0_g1	map04011
TRINITY_DN3352_c0_g1	map04011
TRINITY_DN3384_c0_g1	map04011
TRINITY_DN33_c1_g1	map04011
TRINITY_DN3426_c0_g1	map04011
TRINITY_DN3582_c0_g1	map04011
TRINITY_DN3614_c0_g1	map04011
TRINITY_DN3740_c0_g1	map04011
TRINITY_DN3821_c0_g1	map04011
TRINITY_DN386_c0_g1	map04011
TRINITY_DN3906_c0_g1	map04011
TRINITY_DN398_c0_g1	map04011
TRINITY_DN4401_c0_g1	map04011
TRINITY_DN4413_c0_g1	map04011
TRINITY_DN4456_c0_g1	map04011
TRINITY_DN4659_c0_g1	map04011
TRINITY_DN4719_c0_g1	map04011
TRINITY_DN4740_c0_g1	map04011
TRINITY_DN4805_c0_g1	map04011
TRINITY_DN4923_c0_g1	map04011
TRINITY_DN5118_c0_g1	map04011
TRINITY_DN5211_c0_g1	map04011
TRINITY_DN5251_c0_g1	map04011
TRINITY_DN527_c0_g1	map04011
TRINITY_DN554_c1_g1	map04011
TRINITY_DN575_c0_g1	map04011
TRINITY_DN6484_c0_g1	map04011
TRINITY_DN685_c0_g1	map04011
TRINITY_DN714_c0_g1	map04011
TRINITY_DN763_c0_g1	map04011
TRINITY_DN792_c0_g1	map04011
TRINITY_DN795_c0_g1	map04011
TRINITY_DN814_c0_g1	map04011
TRINITY_DN877_c0_g1	map04011
TRINITY_DN894_c0_g1	map04011
TRINITY_DN898_c0_g1	map04011
TRINITY_DN9055_c0_g1	map04011
TRINITY_DN950_c0_g1	map04011
TRINITY_DN977_c0_g1	map04011
TRINITY_DN1018_c0_g1	map04012
TRINITY_DN1029_c0_g1	map04012
TRINITY_DN1324_c0_g1	map04012
TRINITY_DN2543_c0_g1	map04012
TRINITY_DN2648_c0_g1	map04012
TRINITY_DN3029_c0_g1	map04012
TRINITY_DN3906_c0_g1	map04012
TRINITY_DN4556_c0_g1	map04012
TRINITY_DN481_c0_g1	map04012
TRINITY_DN1008_c0_g1	map04013
TRINITY_DN1018_c0_g1	map04013
TRINITY_DN1029_c0_g1	map04013
TRINITY_DN1159_c0_g1	map04013
TRINITY_DN14012_c0_g1	map04013
TRINITY_DN14019_c0_g1	map04013
TRINITY_DN14081_c0_g1	map04013
TRINITY_DN16131_c0_g1	map04013
TRINITY_DN1661_c0_g1	map04013
TRINITY_DN2543_c0_g1	map04013
TRINITY_DN2648_c0_g1	map04013
TRINITY_DN28_c1_g1	map04013
TRINITY_DN28_c1_g2	map04013
TRINITY_DN2967_c0_g1	map04013
