gene_id	protein_id	go_id	go_name	go_type	ontology
gene_3293	1981853	GO:0005525	GTP binding	molecular_function	MF
gene_3295	1981855	GO:0006464	protein modification process	biological_process	BP
gene_3295	1981855	GO:0004221	ubiquitin thiolesterase activity	molecular_function	MF
gene_3295	1981855	GO:0006511	ubiquitin-dependent protein catabolic process	biological_process	BP
gene_3296	1981856	GO:0005856	cytoskeleton	cellular_component	CC
gene_3296	1981856	GO:0030041	actin filament polymerization	biological_process	BP
gene_3297	1981857	GO:0000059	protein import into nucleus, docking	biological_process	BP
gene_3297	1981857	GO:0005634	nucleus	cellular_component	CC
gene_3297	1981857	GO:0005643	nuclear pore	cellular_component	CC
gene_3297	1981857	GO:0005737	cytoplasm	cellular_component	CC
gene_3297	1981857	GO:0006886	intracellular protein transport	biological_process	BP
gene_3297	1981857	GO:0008565	protein transporter activity	molecular_function	MF
gene_3297	1981857	GO:0005488	binding	molecular_function	MF
gene_3298	1981858	GO:0000030	mannosyltransferase activity	molecular_function	MF
gene_3298	1981858	GO:0006493	protein amino acid O-linked glycosylation	biological_process	BP
gene_3298	1981858	GO:0016020	membrane	cellular_component	CC
gene_3298	1981858	GO:0004169	dolichyl-phosphate-mannose-protein mannosyltransferase activity	molecular_function	MF
gene_3299	1981859	GO:0004842	ubiquitin-protein ligase activity	molecular_function	MF
gene_3299	1981859	GO:0051438	regulation of ubiquitin-protein ligase activity	biological_process	BP
gene_3299	1981859	GO:0051440	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	BP
gene_3299	1981859	GO:0051443	positive regulation of ubiquitin-protein ligase activity	biological_process	BP
gene_3299	1981859	GO:0051444	negative regulation of ubiquitin-protein ligase activity	biological_process	BP
gene_3300	1981860	GO:0008270	zinc ion binding	molecular_function	MF
gene_3302	1981862	GO:0003700	transcription factor activity	molecular_function	MF
gene_3302	1981862	GO:0005634	nucleus	cellular_component	CC
gene_3302	1981862	GO:0006355	regulation of transcription, DNA-dependent	biological_process	BP
gene_3302	1981862	GO:0008270	zinc ion binding	molecular_function	MF
gene_3303	1981863	GO:0047922	gentisate 1,2-dioxygenase activity	molecular_function	MF
gene_3304	1981864	GO:0003824	catalytic activity	molecular_function	MF
gene_3304	1981864	GO:0008152	metabolic process	biological_process	BP
gene_3304	1981864	GO:0047621	acylpyruvate hydrolase activity	molecular_function	MF
gene_3305	1981865	GO:0003700	transcription factor activity	molecular_function	MF
gene_3305	1981865	GO:0005634	nucleus	cellular_component	CC
gene_3305	1981865	GO:0006355	regulation of transcription, DNA-dependent	biological_process	BP
gene_3305	1981865	GO:0008270	zinc ion binding	molecular_function	MF
gene_3305	1981865	GO:0003677	DNA binding	molecular_function	MF
gene_3305	1981865	GO:0006350	transcription	biological_process	BP
gene_3306	1981866	GO:0008152	metabolic process	biological_process	BP
gene_3306	1981866	GO:0016846	carbon-sulfur lyase activity	molecular_function	MF
gene_3307	1981867	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	MF
gene_3307	1981867	GO:0005975	carbohydrate metabolic process	biological_process	BP
gene_3307	1981867	GO:0008422	beta-glucosidase activity	molecular_function	MF
gene_3308	1981868	GO:0005351	sugar:hydrogen symporter activity	molecular_function	MF
gene_3308	1981868	GO:0008643	carbohydrate transport	biological_process	BP
gene_3308	1981868	GO:0016020	membrane	cellular_component	CC
gene_3308	1981868	GO:0005215	transporter activity	molecular_function	MF
gene_3308	1981868	GO:0006810	transport	biological_process	BP
gene_3308	1981868	GO:0016021	integral to membrane	cellular_component	CC
gene_3310	1981870	GO:0006281	DNA repair	biological_process	BP
gene_3310	1981870	GO:0003676	nucleic acid binding	molecular_function	MF
gene_3310	1981870	GO:0005622	intracellular	cellular_component	CC
gene_3310	1981870	GO:0008270	zinc ion binding	molecular_function	MF
gene_3310	1981870	GO:0003887	DNA-directed DNA polymerase activity	molecular_function	MF
gene_3310	1981870	GO:0034061	DNA polymerase activity	molecular_function	MF
gene_3311	1981871	GO:0004672	protein kinase activity	molecular_function	MF
gene_3311	1981871	GO:0005524	ATP binding	molecular_function	MF
gene_3311	1981871	GO:0006468	protein amino acid phosphorylation	biological_process	BP
gene_3311	1981871	GO:0004674	protein serine/threonine kinase activity	molecular_function	MF
gene_3313	1981873	GO:0001668	phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity	molecular_function	MF
gene_3313	1981873	GO:0008138	protein tyrosine/serine/threonine phosphatase activity	molecular_function	MF
gene_3313	1981873	GO:0008330	protein tyrosine/threonine phosphatase activity	molecular_function	MF
gene_3313	1981873	GO:0008579	JUN kinase phosphatase activity	molecular_function	MF
gene_3313	1981873	GO:0008969	phosphohistidine phosphatase activity	molecular_function	MF
gene_3313	1981873	GO:0016312	inositol bisphosphate phosphatase activity	molecular_function	MF
gene_3313	1981873	GO:0017017	MAP kinase tyrosine/serine/threonine phosphatase activity	molecular_function	MF
gene_3313	1981873	GO:0017161	inositol-1,3,4-trisphosphate 4-phosphatase activity	molecular_function	MF
gene_3313	1981873	GO:0019175	alpha-ribazole-5'-P phosphatase activity	molecular_function	MF
gene_3313	1981873	GO:0019178	NADP phosphatase activity	molecular_function	MF
gene_3313	1981873	GO:0019198	transmembrane receptor protein phosphatase activity	molecular_function	MF
gene_3313	1981873	GO:0030351	inositol-1,3,4,5,6-pentakisphosphate 3-phosphatase activity	molecular_function	MF
gene_3313	1981873	GO:0030352	inositol-1,4,5,6-tetrakisphosphate 6-phosphatase activity	molecular_function	MF
gene_3313	1981873	GO:0043726	5-amino-6-(5-phosphoribitylamino)uracil phosphatase activity	molecular_function	MF
gene_3313	1981873	GO:0043812	phosphatidylinositol-4-phosphate phosphatase activity	molecular_function	MF
gene_3313	1981873	GO:0043813	phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity	molecular_function	MF
gene_3315	1981875	GO:0004672	protein kinase activity	molecular_function	MF
gene_3315	1981875	GO:0005524	ATP binding	molecular_function	MF
gene_3315	1981875	GO:0006468	protein amino acid phosphorylation	biological_process	BP
gene_3316	1981876	GO:0016071	mRNA metabolic process	biological_process	BP
gene_3316	1981876	GO:0030529	ribonucleoprotein complex	cellular_component	CC
gene_3317	1981877	GO:0005634	nucleus	cellular_component	CC
gene_3319	1981879	GO:0003723	RNA binding	molecular_function	MF
gene_3319	1981879	GO:0006396	RNA processing	biological_process	BP
gene_3320	1981880	GO:0005515	protein binding	molecular_function	MF
gene_3320	1981880	GO:0007154	cell communication	biological_process	BP
gene_3320	1981880	GO:0035091	phosphoinositide binding	molecular_function	MF
gene_3323	1981883	GO:0005488	binding	molecular_function	MF
gene_3323	1981883	GO:0005743	mitochondrial inner membrane	cellular_component	CC
gene_3323	1981883	GO:0006810	transport	biological_process	BP
gene_3325	1981885	GO:0003676	nucleic acid binding	molecular_function	MF
gene_3325	1981885	GO:0008270	zinc ion binding	molecular_function	MF
gene_3325	1981885	GO:0005515	protein binding	molecular_function	MF
gene_3327	1981887	GO:0003735	structural constituent of ribosome	molecular_function	MF
gene_3327	1981887	GO:0005622	intracellular	cellular_component	CC
gene_3327	1981887	GO:0005840	ribosome	cellular_component	CC
gene_3327	1981887	GO:0006412	translation	biological_process	BP
gene_3328	1981888	GO:0005622	intracellular	cellular_component	CC
gene_3328	1981888	GO:0019843	rRNA binding	molecular_function	MF
gene_3328	1981888	GO:0003723	RNA binding	molecular_function	MF
gene_3328	1981888	GO:0003735	structural constituent of ribosome	molecular_function	MF
gene_3328	1981888	GO:0006412	translation	biological_process	BP
gene_3328	1981888	GO:0015935	small ribosomal subunit	cellular_component	CC
gene_3329	1981889	GO:0006886	intracellular protein transport	biological_process	BP
gene_3329	1981889	GO:0005622	intracellular	cellular_component	CC
gene_3336	1981896	GO:0005975	carbohydrate metabolic process	biological_process	BP
gene_3336	1981896	GO:0016301	kinase activity	molecular_function	MF
gene_3336	1981896	GO:0046316	gluconokinase activity	molecular_function	MF
gene_3338	1981898	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	MF
gene_3338	1981898	GO:0005975	carbohydrate metabolic process	biological_process	BP
gene_3339	1981899	GO:0006118	electron transport	biological_process	BP
gene_3339	1981899	GO:0006725	aromatic compound metabolic process	biological_process	BP
gene_3339	1981899	GO:0008198	ferrous iron binding	molecular_function	MF
gene_3339	1981899	GO:0016491	oxidoreductase activity	molecular_function	MF
gene_3339	1981899	GO:0008669	2,3-dihydroxy-phenylpropionate 1,2-dioxygenase activity	molecular_function	MF
gene_3339	1981899	GO:0018542	2,3-dihydroxy DDT 1,2-dioxygenase activity	molecular_function	MF
gene_3339	1981899	GO:0018555	phenanthrene dioxygenase activity	molecular_function	MF
gene_3339	1981899	GO:0018556	2,2',3-trihydroxybiphenyl dioxygenase activity	molecular_function	MF
gene_3339	1981899	GO:0018557	1,2-dihydroxyfluorene 1,1-alpha-dioxygenase activity	molecular_function	MF
gene_3339	1981899	GO:0018558	5,6-dihydroxy-3-methyl-2-oxo-1,2-dihydroquinoline dioxygenase activity	molecular_function	MF
gene_3339	1981899	GO:0018559	1,1-dichloro-2-(dihydroxy-4-chlorophenyl)-(4-chlorophenyl)ethene 1,2-dioxygenase activity	molecular_function	MF
gene_3339	1981899	GO:0018560	protocatechuate 3,4-dioxygenase type II activity	molecular_function	MF
gene_3339	1981899	GO:0018561	2'-aminobiphenyl-2,3-diol 1,2-dioxygenase activity	molecular_function	MF
gene_3339	1981899	GO:0018562	3,4-dihydroxyfluorene 4,4-alpha-dioxygenase activity	molecular_function	MF
gene_3339	1981899	GO:0018563	2,3-dihydroxy-ethylbenzene 1,2-dioxygenase activity	molecular_function	MF
gene_3339	1981899	GO:0018564	carbazole 1,9a-dioxygenase activity	molecular_function	MF
gene_3339	1981899	GO:0018565	dihydroxydibenzothiophene dioxygenase activity	molecular_function	MF
gene_3339	1981899	GO:0018566	1,2-dihydroxynaphthalene-6-sulfonate 1,8a-dioxygenase activity	molecular_function	MF
gene_3339	1981899	GO:0018567	styrene dioxygenase activity	molecular_function	MF
gene_3339	1981899	GO:0018568	3,4-dihydroxyphenanthrene dioxygenase activity	molecular_function	MF
gene_3339	1981899	GO:0018569	hydroquinone 1,2-dioxygenase activity	molecular_function	MF
gene_3339	1981899	GO:0018570	p-cumate 2,3-dioxygenase activity	molecular_function	MF
gene_3339	1981899	GO:0018571	2,3-dihydroxy-p-cumate dioxygenase activity	molecular_function	MF
gene_3339	1981899	GO:0018572	3,5-dichlorocatechol 1,2-dioxygenase activity	molecular_function	MF
gene_3339	1981899	GO:0018573	2-aminophenol 1,6-dioxygenase activity	molecular_function	MF
gene_3339	1981899	GO:0018574	2,6-dichloro-p-hydroquinone 1,2-dioxygenase activity	molecular_function	MF
gene_3339	1981899	GO:0018575	chlorocatechol 1,2-dioxygenase activity	molecular_function	MF
gene_3339	1981899	GO:0019114	catechol dioxygenase activity	molecular_function	MF
gene_3339	1981899	GO:0019117	dihydroxyfluorene dioxygenase activity	molecular_function	MF
gene_3339	1981899	GO:0047074	4-hydroxycatechol 1,2-dioxygenase activity	molecular_function	MF
gene_3342	1981902	GO:0008080	N-acetyltransferase activity	molecular_function	MF
gene_3342	1981902	GO:0008152	metabolic process	biological_process	BP
gene_3342	1981902	GO:0004343	glucosamine 6-phosphate N-acetyltransferase activity	molecular_function	MF
gene_3343	1981903	GO:0004806	triacylglycerol lipase activity	molecular_function	MF
gene_3343	1981903	GO:0006629	lipid metabolic process	biological_process	BP
gene_3344	1981904	GO:0047953	glycerol 2-dehydrogenase (NADP+) activity	molecular_function	MF
gene_3345	1981905	GO:0016020	membrane	cellular_component	CC
gene_3345	1981905	GO:0005515	protein binding	molecular_function	MF
gene_3345	1981905	GO:0016192	vesicle-mediated transport	biological_process	BP
gene_3349	1981909	GO:0008152	metabolic process	biological_process	BP
gene_3349	1981909	GO:0016846	carbon-sulfur lyase activity	molecular_function	MF
gene_3350	1981910	GO:0008270	zinc ion binding	molecular_function	MF
gene_3350	1981910	GO:0016787	hydrolase activity	molecular_function	MF
gene_3350	1981910	GO:0003824	catalytic activity	molecular_function	MF
gene_3352	1981912	GO:0003824	catalytic activity	molecular_function	MF
gene_3352	1981912	GO:0006725	aromatic compound metabolic process	biological_process	BP
gene_3352	1981912	GO:0008199	ferric iron binding	molecular_function	MF
gene_3352	1981912	GO:0005506	iron ion binding	molecular_function	MF
gene_3352	1981912	GO:0009712	catechol metabolic process	biological_process	BP
gene_3352	1981912	GO:0018576	catechol 1,2-dioxygenase activity	molecular_function	MF
gene_3352	1981912	GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	molecular_function	MF
gene_3355	1981915	GO:0016787	hydrolase activity	molecular_function	MF
gene_3357	1981917	GO:0004672	protein kinase activity	molecular_function	MF
gene_3357	1981917	GO:0005524	ATP binding	molecular_function	MF
gene_3357	1981917	GO:0006468	protein amino acid phosphorylation	biological_process	BP
gene_3357	1981917	GO:0004674	protein serine/threonine kinase activity	molecular_function	MF
gene_3357	1981917	GO:0004682	protein kinase CK2 activity	molecular_function	MF
gene_3360	1981920	GO:0003700	transcription factor activity	molecular_function	MF
gene_3360	1981920	GO:0005634	nucleus	cellular_component	CC
gene_3360	1981920	GO:0006355	regulation of transcription, DNA-dependent	biological_process	BP
gene_3360	1981920	GO:0008270	zinc ion binding	molecular_function	MF
gene_3360	1981920	GO:0003677	DNA binding	molecular_function	MF
gene_3360	1981920	GO:0006350	transcription	biological_process	BP
gene_3364	1981924	GO:0005215	transporter activity	molecular_function	MF
gene_3364	1981924	GO:0006810	transport	biological_process	BP
gene_3364	1981924	GO:0016020	membrane	cellular_component	CC
gene_3365	1981925	GO:0004713	protein-tyrosine kinase activity	molecular_function	MF
gene_3365	1981925	GO:0005524	ATP binding	molecular_function	MF
gene_3365	1981925	GO:0006468	protein amino acid phosphorylation	biological_process	BP
gene_3366	1981926	GO:0003676	nucleic acid binding	molecular_function	MF
gene_3366	1981926	GO:0005622	intracellular	cellular_component	CC
gene_3366	1981926	GO:0008270	zinc ion binding	molecular_function	MF
gene_3370	1981930	GO:0000156	two-component response regulator activity	molecular_function	MF
gene_3370	1981930	GO:0000160	two-component signal transduction system (phosphorelay)	biological_process	BP
gene_3370	1981930	GO:0006355	regulation of transcription, DNA-dependent	biological_process	BP
gene_3374	1981934	GO:0016787	hydrolase activity	molecular_function	MF
gene_3374	1981934	GO:0008806	carboxymethylenebutenolidase activity	molecular_function	MF
gene_3376	1981936	GO:0019166	trans-2-enoyl-CoA reductase (NADPH) activity	molecular_function	MF
gene_3377	1981937	GO:0019787	small conjugating protein ligase activity	molecular_function	MF
gene_3377	1981937	GO:0043687	post-translational protein modification	biological_process	BP
gene_3377	1981937	GO:0051246	regulation of protein metabolic process	biological_process	BP
gene_3377	1981937	GO:0004842	ubiquitin-protein ligase activity	molecular_function	MF
gene_3377	1981937	GO:0051438	regulation of ubiquitin-protein ligase activity	biological_process	BP
gene_3377	1981937	GO:0051440	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	BP
gene_3377	1981937	GO:0051443	positive regulation of ubiquitin-protein ligase activity	biological_process	BP
gene_3377	1981937	GO:0051444	negative regulation of ubiquitin-protein ligase activity	biological_process	BP
gene_3379	1981939	GO:0005525	GTP binding	molecular_function	MF
gene_3380	1981940	GO:0003824	catalytic activity	molecular_function	MF
gene_3380	1981940	GO:0008496	mannan endo-1,6-alpha-mannosidase activity	molecular_function	MF
gene_3385	1981945	GO:0003872	6-phosphofructokinase activity	molecular_function	MF
gene_3385	1981945	GO:0005945	6-phosphofructokinase complex	cellular_component	CC
gene_3385	1981945	GO:0006096	glycolysis	biological_process	BP
gene_3385	1981945	GO:0005737	cytoplasm	cellular_component	CC
gene_3386	1981946	GO:0003700	transcription factor activity	molecular_function	MF
gene_3386	1981946	GO:0005634	nucleus	cellular_component	CC
gene_3386	1981946	GO:0006355	regulation of transcription, DNA-dependent	biological_process	BP
gene_3386	1981946	GO:0008270	zinc ion binding	molecular_function	MF
gene_3387	1981947	GO:0003924	GTPase activity	molecular_function	MF
gene_3387	1981947	GO:0005525	GTP binding	molecular_function	MF
gene_3387	1981947	GO:0003746	translation elongation factor activity	molecular_function	MF
gene_3387	1981947	GO:0005737	cytoplasm	cellular_component	CC
gene_3387	1981947	GO:0006414	translational elongation	biological_process	BP
gene_3390	1981950	GO:0009058	biosynthetic process	biological_process	BP
gene_3390	1981950	GO:0016740	transferase activity	molecular_function	MF
gene_3391	1981951	GO:0003700	transcription factor activity	molecular_function	MF
gene_3391	1981951	GO:0005634	nucleus	cellular_component	CC
gene_3391	1981951	GO:0006355	regulation of transcription, DNA-dependent	biological_process	BP
gene_3391	1981951	GO:0008270	zinc ion binding	molecular_function	MF
gene_3391	1981951	GO:0043565	sequence-specific DNA binding	molecular_function	MF
gene_3392	1981952	GO:0006506	GPI anchor biosynthetic process	biological_process	BP
gene_3392	1981952	GO:0016021	integral to membrane	cellular_component	CC
gene_3392	1981952	GO:0017176	phosphatidylinositol N-acetylglucosaminyltransferase activity	molecular_function	MF
gene_3393	1981953	GO:0004672	protein kinase activity	molecular_function	MF
gene_3393	1981953	GO:0005524	ATP binding	molecular_function	MF
gene_3393	1981953	GO:0006468	protein amino acid phosphorylation	biological_process	BP
gene_3393	1981953	GO:0004674	protein serine/threonine kinase activity	molecular_function	MF
gene_3393	1981953	GO:0004675	transmembrane receptor protein serine/threonine kinase activity	molecular_function	MF
gene_3393	1981953	GO:0004676	3-phosphoinositide-dependent protein kinase activity	molecular_function	MF
gene_3393	1981953	GO:0004677	DNA-dependent protein kinase activity	molecular_function	MF
gene_3393	1981953	GO:0004679	AMP-activated protein kinase activity	molecular_function	MF
gene_3393	1981953	GO:0004680	casein kinase activity	molecular_function	MF
gene_3393	1981953	GO:0004681	casein kinase I activity	molecular_function	MF
gene_3393	1981953	GO:0004690	cyclic nucleotide-dependent protein kinase activity	molecular_function	MF
gene_3393	1981953	GO:0004694	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function	MF
gene_3393	1981953	GO:0004695	galactosyltransferase-associated kinase activity	molecular_function	MF
gene_3393	1981953	GO:0004696	glycogen synthase kinase 3 activity	molecular_function	MF
gene_3393	1981953	GO:0004698	calcium-dependent protein kinase C activity	molecular_function	MF
gene_3393	1981953	GO:0004700	atypical protein kinase C activity	molecular_function	MF
gene_3393	1981953	GO:0004702	receptor signaling protein serine/threonine kinase activity	molecular_function	MF
gene_3393	1981953	GO:0004704	NF-kappaB-inducing kinase activity	molecular_function	MF
gene_3393	1981953	GO:0004705	JUN kinase activity	molecular_function	MF
gene_3393	1981953	GO:0004706	JUN kinase kinase kinase activity	molecular_function	MF
gene_3393	1981953	GO:0004708	MAP kinase kinase activity	molecular_function	MF
gene_3393	1981953	GO:0004710	MAP/ERK kinase kinase activity	molecular_function	MF
gene_3393	1981953	GO:0004711	ribosomal protein S6 kinase activity	molecular_function	MF
gene_3393	1981953	GO:0004718	Janus kinase activity	molecular_function	MF
gene_3393	1981953	GO:0008338	MAP kinase 1 activity	molecular_function	MF
gene_3393	1981953	GO:0008339	MP kinase activity	molecular_function	MF
gene_3393	1981953	GO:0008349	MAP kinase kinase kinase kinase activity	molecular_function	MF
gene_3393	1981953	GO:0008545	JUN kinase kinase activity	molecular_function	MF
gene_3393	1981953	GO:0016908	MAP kinase 2 activity	molecular_function	MF
gene_3393	1981953	GO:0016909	SAP kinase activity	molecular_function	MF
gene_3393	1981953	GO:0019199	transmembrane receptor protein kinase activity	molecular_function	MF
gene_3393	1981953	GO:0019912	cyclin-dependent protein kinase activating kinase activity	molecular_function	MF
gene_3393	1981953	GO:0034211	GTP-dependent protein kinase activity	molecular_function	MF
gene_3396	1981956	GO:0003700	transcription factor activity	molecular_function	MF
gene_3396	1981956	GO:0005634	nucleus	cellular_component	CC
gene_3396	1981956	GO:0006355	regulation of transcription, DNA-dependent	biological_process	BP
gene_3396	1981956	GO:0008270	zinc ion binding	molecular_function	MF
gene_3397	1981957	GO:0008152	metabolic process	biological_process	BP
gene_3397	1981957	GO:0008168	methyltransferase activity	molecular_function	MF
gene_3397	1981957	GO:0003838	sterol 24-C-methyltransferase activity	molecular_function	MF
gene_3399	1981959	GO:0016020	membrane	cellular_component	CC
gene_3399	1981959	GO:0030001	metal ion transport	biological_process	BP
gene_3399	1981959	GO:0046873	metal ion transmembrane transporter activity	molecular_function	MF
gene_3399	1981959	GO:0003950	NAD+ ADP-ribosyltransferase activity	molecular_function	MF
gene_3401	1981961	GO:0003924	GTPase activity	molecular_function	MF
gene_3401	1981961	GO:0005525	GTP binding	molecular_function	MF
gene_3404	1981964	GO:0000225	N-acetylglucosaminylphosphatidylinositol deacetylase activity	molecular_function	MF
gene_3405	1981965	GO:0016071	mRNA metabolic process	biological_process	BP
gene_3405	1981965	GO:0030529	ribonucleoprotein complex	cellular_component	CC
gene_3407	1981967	GO:0003824	catalytic activity	molecular_function	MF
gene_3407	1981967	GO:0008152	metabolic process	biological_process	BP
gene_3408	1981968	GO:0003735	structural constituent of ribosome	molecular_function	MF
gene_3408	1981968	GO:0005622	intracellular	cellular_component	CC
gene_3408	1981968	GO:0005840	ribosome	cellular_component	CC
gene_3408	1981968	GO:0006412	translation	biological_process	BP
gene_3410	1981970	GO:0016020	membrane	cellular_component	CC
gene_3410	1981970	GO:0030001	metal ion transport	biological_process	BP
gene_3410	1981970	GO:0046873	metal ion transmembrane transporter activity	molecular_function	MF
gene_3413	1981973	GO:0008152	metabolic process	biological_process	BP
gene_3414	1981974	GO:0006865	amino acid transport	biological_process	BP
gene_3414	1981974	GO:0016021	integral to membrane	cellular_component	CC
gene_3414	1981974	GO:0006810	transport	biological_process	BP
gene_3414	1981974	GO:0016020	membrane	cellular_component	CC
gene_3414	1981974	GO:0003677	DNA binding	molecular_function	MF
gene_3414	1981974	GO:0005634	nucleus	cellular_component	CC
gene_3414	1981974	GO:0006350	transcription	biological_process	BP
gene_3414	1981974	GO:0008270	zinc ion binding	molecular_function	MF
gene_3415	1981975	GO:0005506	iron ion binding	molecular_function	MF
gene_3415	1981975	GO:0016491	oxidoreductase activity	molecular_function	MF
gene_3415	1981975	GO:0000907	sulfonate dioxygenase activity	molecular_function	MF
gene_3415	1981975	GO:0010302	2-oxoglutarate-dependent dioxygenase activity	molecular_function	MF
gene_3415	1981975	GO:0018602	2,4-dichlorophenoxyacetate alpha-ketoglutarate dioxygenase activity	molecular_function	MF
gene_3415	1981975	GO:0019798	procollagen-proline dioxygenase activity	molecular_function	MF
gene_3415	1981975	GO:0043734	DNA-N1-methyladenine dioxygenase activity	molecular_function	MF
gene_3416	1981976	GO:0005506	iron ion binding	molecular_function	MF
gene_3416	1981976	GO:0016491	oxidoreductase activity	molecular_function	MF
gene_3416	1981976	GO:0000907	sulfonate dioxygenase activity	molecular_function	MF
gene_3416	1981976	GO:0010302	2-oxoglutarate-dependent dioxygenase activity	molecular_function	MF
gene_3416	1981976	GO:0018602	2,4-dichlorophenoxyacetate alpha-ketoglutarate dioxygenase activity	molecular_function	MF
gene_3416	1981976	GO:0019798	procollagen-proline dioxygenase activity	molecular_function	MF
gene_3416	1981976	GO:0043734	DNA-N1-methyladenine dioxygenase activity	molecular_function	MF
gene_3418	1981978	GO:0008810	cellulase activity	molecular_function	MF
gene_3419	1981979	GO:0006582	melanin metabolic process	biological_process	BP
gene_3419	1981979	GO:0016836	hydro-lyase activity	molecular_function	MF
gene_3419	1981979	GO:0030411	scytalone dehydratase activity	molecular_function	MF
gene_3420	1981980	GO:0003676	nucleic acid binding	molecular_function	MF
gene_3420	1981980	GO:0005524	ATP binding	molecular_function	MF
gene_3420	1981980	GO:0008026	ATP-dependent helicase activity	molecular_function	MF
gene_3420	1981980	GO:0004386	helicase activity	molecular_function	MF
gene_3421	1981981	GO:0005507	copper ion binding	molecular_function	MF
gene_3421	1981981	GO:0008131	amine oxidase activity	molecular_function	MF
gene_3421	1981981	GO:0009308	amine metabolic process	biological_process	BP
gene_3421	1981981	GO:0048038	quinone binding	molecular_function	MF
gene_3427	1981987	GO:0005351	sugar:hydrogen symporter activity	molecular_function	MF
gene_3427	1981987	GO:0008643	carbohydrate transport	biological_process	BP
gene_3427	1981987	GO:0016020	membrane	cellular_component	CC
gene_3427	1981987	GO:0005215	transporter activity	molecular_function	MF
gene_3427	1981987	GO:0006810	transport	biological_process	BP
gene_3427	1981987	GO:0016021	integral to membrane	cellular_component	CC
gene_3428	1981988	GO:0008152	metabolic process	biological_process	BP
gene_3428	1981988	GO:0016491	oxidoreductase activity	molecular_function	MF
gene_3428	1981988	GO:0046872	metal ion binding	molecular_function	MF
gene_3428	1981988	GO:0019543	propionate catabolic process	biological_process	BP
gene_3428	1981988	GO:0047547	2-methylcitrate dehydratase activity	molecular_function	MF
gene_3428	1981988	GO:0004022	alcohol dehydrogenase activity	molecular_function	MF
gene_3428	1981988	GO:0004023	alcohol dehydrogenase activity, metal ion-independent	molecular_function	MF
gene_3428	1981988	GO:0004024	alcohol dehydrogenase activity, zinc-dependent	molecular_function	MF
gene_3428	1981988	GO:0004025	alcohol dehydrogenase activity, iron-dependent	molecular_function	MF
gene_3431	1981991	GO:0000009	alpha-1,6-mannosyltransferase activity	molecular_function	MF
gene_3431	1981991	GO:0000026	alpha-1,2-mannosyltransferase activity	molecular_function	MF
gene_3431	1981991	GO:0000030	mannosyltransferase activity	molecular_function	MF
gene_3431	1981991	GO:0000033	alpha-1,3-mannosyltransferase activity	molecular_function	MF
gene_3431	1981991	GO:0001962	alpha-1,3-galactosyltransferase activity	molecular_function	MF
gene_3431	1981991	GO:0003980	UDP-glucose:glycoprotein glucosyltransferase activity	molecular_function	MF
gene_3431	1981991	GO:0004376	glycolipid mannosyltransferase activity	molecular_function	MF
gene_3431	1981991	GO:0004576	oligosaccharyl transferase activity	molecular_function	MF
gene_3431	1981991	GO:0004583	dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity	molecular_function	MF
gene_3431	1981991	GO:0008375	acetylglucosaminyltransferase activity	molecular_function	MF
gene_3431	1981991	GO:0008376	acetylgalactosaminyltransferase activity	molecular_function	MF
gene_3431	1981991	GO:0008378	galactosyltransferase activity	molecular_function	MF
gene_3431	1981991	GO:0008417	fucosyltransferase activity	molecular_function	MF
gene_3431	1981991	GO:0008755	O antigen polymerase activity	molecular_function	MF
gene_3431	1981991	GO:0008921	lipopolysaccharide-1,6-galactosyltransferase activity	molecular_function	MF
gene_3431	1981991	GO:0016253	UDP-N-acetylglucosamine-peptide N-acetylglucosaminyltransferase activity	molecular_function	MF
gene_3431	1981991	GO:0016759	cellulose synthase activity	molecular_function	MF
gene_3431	1981991	GO:0018715	9-phenanthrol UDP-glucuronosyltransferase activity	molecular_function	MF
gene_3431	1981991	GO:0018716	1-phenanthrol glycosyltransferase activity	molecular_function	MF
gene_3431	1981991	GO:0018717	9-phenanthrol glycosyltransferase activity	molecular_function	MF
gene_3431	1981991	GO:0018718	1,2-dihydroxy-phenanthrene glycosyltransferase activity	molecular_function	MF
gene_3431	1981991	GO:0019112	phenanthrol glycosyltransferase activity	molecular_function	MF
gene_3431	1981991	GO:0019187	beta-1,4-mannosyltransferase activity	molecular_function	MF
gene_3431	1981991	GO:0031278	alpha-1,2-galactosyltransferase activity	molecular_function	MF
gene_3431	1981991	GO:0033556	dolichyl pyrophosphate Man7GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	MF
gene_3431	1981991	GO:0042281	dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	MF
gene_3431	1981991	GO:0042283	dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	MF
