gene_id	protein_id	transcript_id	jgi_name	portal_id	seqid	start	end	strand	source	gff3_line	go_count	go_ids	go_names	go_types	kegg_count	kegg_ecnum	kegg_definition	kegg_catalyticactivity	kegg_cofactors	kegg_associateddiseases	kegg_pathway	kegg_pathway_class	kegg_pathway_type	has_go	has_kegg	signalp_mrna_id	eggnog_annotated	eggnog_seed_ortholog	eggnog_evalue	eggnog_score	eggnog_eggnog_ogs	eggnog_max_annot_lvl	eggnog_cog_category	eggnog_description	eggnog_preferred_name	eggnog_gos	eggnog_ec	eggnog_kegg_ko	eggnog_kegg_pathway	eggnog_kegg_module	eggnog_kegg_reaction	eggnog_kegg_rclass	eggnog_brite	eggnog_kegg_tc	eggnog_cazy	eggnog_bigg_reaction	eggnog_pfams	signalp_prediction	signalp_is_sp	signalp_other_score	signalp_sp_score	signalp_cs_position	dbcan_any_hit	dbcan_high_confidence	dbcan_n_tools	dbcan_ec	dbcan_hmm	dbcan_sub	dbcan_diamond	dbcan_recommended	dbcan_substrate	contrast	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	de_significant_padj_lt_0.05	de_strong_padj_lt_0.05_abs_log2fc_gt_1	de_direction
gene_3997	1982557	1982811	jgi.p|Ophnu1|1982557	Ophnu1	OphioH327chr_3	1111626	1112856	-	prediction	24949	10	GO:0004073; GO:0005737; GO:0006520; GO:0008652; GO:0009086; GO:0009088; GO:0016620; GO:0046983; GO:0050661; GO:0051287	amino acid biosynthetic process; amino acid metabolic process; aspartate-semialdehyde dehydrogenase activity; cytoplasm; methionine biosynthetic process; NAD binding; NADP binding; oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor; protein dimerization activity; threonine biosynthetic process	biological_process; cellular_component; molecular_function	2	1.2.1.11	Aspartate-semialdehyde dehydrogenase.	L-aspartate-4-semialdehyde + phosphate + NADP(+) = L-4-aspartyl phosphate + NADPH.	\N	\N	Glycine, serine and threonine metabolism; Lysine biosynthesis	Amino Acid Metabolism	METABOLIC	yes	yes	mRNA_3997	TRUE	61273.S3D4P7	3.17e-259	711.0	COG0136@1|root,KOG4777@2759|Eukaryota,38FPW@33154|Opisthokonta,3NU99@4751|Fungi,3QNQS@4890|Ascomycota,2149U@147550|Sordariomycetes,3UR1R@5151|Ophiostomatales	4751|Fungi	E	Semialdehyde dehydrogenase, dimerisation domain	HOM2	GO:0000096,GO:0000097,GO:0003674,GO:0003824,GO:0004073,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005886,GO:0006082,GO:0006520,GO:0006555,GO:0006566,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009069,GO:0009070,GO:0009086,GO:0009088,GO:0009090,GO:0009092,GO:0009987,GO:0016020,GO:0016053,GO:0016491,GO:0016620,GO:0016903,GO:0019752,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0055114,GO:0071704,GO:0071944,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	1.2.1.11	ko:K00133	ko00260,ko00261,ko00270,ko00300,ko01100,ko01110,ko01120,ko01130,ko01210,ko01230,map00260,map00261,map00270,map00300,map01100,map01110,map01120,map01130,map01210,map01230	M00016,M00017,M00018,M00033,M00525,M00526,M00527	R02291	RC00684	ko00000,ko00001,ko00002,ko01000				Semialdhyde_dh,Semialdhyde_dhC	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-	interaction_vs_self	735.74440504531	0.734343844170244	0.150839892493675	4.86836626591362	1.1252463184112e-06	3.56876935368651e-06	TRUE	FALSE	up
gene_3998	1982558	1982812	jgi.p|Ophnu1|1982558	Ophnu1	OphioH327chr_3	1115431	1116597	+	prediction	24955	2	GO:0008152; GO:0016491	metabolic process; oxidoreductase activity	biological_process; molecular_function	0									yes	no	mRNA_3998	TRUE	61273.S3C4D1	6.54e-241	666.0	COG1028@1|root,KOG4169@2759|Eukaryota,39WJ7@33154|Opisthokonta,3NZM5@4751|Fungi,3QQ82@4890|Ascomycota,21RJF@147550|Sordariomycetes,3USXM@5151|Ophiostomatales	4751|Fungi	Q	Enoyl-(Acyl carrier protein) reductase													adh_short	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-	interaction_vs_self	114.095641366255	-1.30733866283388	0.23449032704201	-5.57523493325022	2.471960335985e-08	9.329797388021e-08	TRUE	TRUE	down
gene_3999	1982559	1982813	jgi.p|Ophnu1|1982559	Ophnu1	OphioH327chr_3	1117528	1117869	-	prediction	24959	0				0									no	no	mRNA_3999	FALSE																					OTHER	FALSE	1.000000	0.000013		FALSE	FALSE	0	-	-	-	-	-	-	interaction_vs_self	7.83183855397731	-6.35181868438762	1.32407385416975	-4.79717854437243	1.6091615837972e-06	5.00160608471461e-06	TRUE	TRUE	down
gene_4000	1982560	1982814	jgi.p|Ophnu1|1982560	Ophnu1	OphioH327chr_3	1118730	1119475	+	prediction	24965	0				0									no	no	mRNA_4000	TRUE	36630.CADNFIAP00009185	2.22e-15	79.0	2EMIJ@1|root,2SR6P@2759|Eukaryota,3A7HT@33154|Opisthokonta,3P6EY@4751|Fungi,3QYBZ@4890|Ascomycota,20HTT@147545|Eurotiomycetes,3SBU6@5042|Eurotiales	4751|Fungi																SP	TRUE	0.000239	0.999717	CS pos: 20-21. Pr: 0.9749	FALSE	FALSE	0	-	-	-	-	-	-	interaction_vs_self	122.121798990973	-2.67832542724945	0.256553812296301	-10.4396243551282	1.63456227649017e-25	1.91407018970668e-24	TRUE	TRUE	down
gene_4001	1982561	1982815	jgi.p|Ophnu1|1982561	Ophnu1	OphioH327chr_3	1120483	1122629	+	prediction	24971	3	GO:0016020; GO:0030001; GO:0046873	membrane; metal ion transmembrane transporter activity; metal ion transport	biological_process; cellular_component; molecular_function	0									yes	no	mRNA_4001	TRUE	13349.G1XPI7	1.09e-147	445.0	KOG1558@1|root,KOG1558@2759|Eukaryota,39UIU@33154|Opisthokonta,3NWTS@4751|Fungi,3QKCN@4890|Ascomycota	4751|Fungi	P	)transporter	ZRT1			ko:K14709					ko00000,ko02000	2.A.5.1,2.A.5.3,2.A.5.6			Zip	SP	TRUE	0.000284	0.999683	CS pos: 23-24. Pr: 0.9779	FALSE	FALSE	0	-	-	-	-	-	-	interaction_vs_self	13380.6501112126	-0.774238510561566	0.116128971451124	-6.6670573319202	2.60983163786429e-11	1.29733791057597e-10	TRUE	FALSE	down
gene_4002	1982562	1982816	jgi.p|Ophnu1|1982562	Ophnu1	OphioH327chr_3	1124060	1126531	+	prediction	24989	2	GO:0005622; GO:0007165	intracellular; signal transduction	biological_process; cellular_component	0									yes	no	mRNA_4002	TRUE	61273.S3CP90	0.0	1256.0	KOG1450@1|root,KOG1450@2759|Eukaryota,39J8K@33154|Opisthokonta,3NVC8@4751|Fungi,3QKK6@4890|Ascomycota,21462@147550|Sordariomycetes,3UQ2G@5151|Ophiostomatales	4751|Fungi	T	Fes/CIP4, and EFC/F-BAR homology domain	RGD1	GO:0003674,GO:0005096,GO:0005488,GO:0005543,GO:0005546,GO:0005575,GO:0005622,GO:0005623,GO:0005628,GO:0005737,GO:0005794,GO:0005826,GO:0005856,GO:0005886,GO:0005933,GO:0005937,GO:0005938,GO:0006950,GO:0006970,GO:0006996,GO:0007010,GO:0007154,GO:0007165,GO:0007231,GO:0008047,GO:0008104,GO:0008150,GO:0008289,GO:0009268,GO:0009628,GO:0009898,GO:0009966,GO:0009968,GO:0009987,GO:0010314,GO:0010447,GO:0010646,GO:0010648,GO:0012505,GO:0015629,GO:0016020,GO:0016043,GO:0023051,GO:0023052,GO:0023057,GO:0030029,GO:0030036,GO:0030234,GO:0030427,GO:0030479,GO:0030695,GO:0030863,GO:0030864,GO:0031224,GO:0031225,GO:0031226,GO:0031235,GO:0032153,GO:0032154,GO:0032155,GO:0032266,GO:0033036,GO:0033554,GO:0034613,GO:0035023,GO:0035024,GO:0035091,GO:0042763,GO:0042764,GO:0042995,GO:0043085,GO:0043087,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043332,GO:0043547,GO:0044093,GO:0044422,GO:0044424,GO:0044425,GO:0044430,GO:0044444,GO:0044446,GO:0044448,GO:0044459,GO:0044463,GO:0044464,GO:0046578,GO:0046580,GO:0046658,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051056,GO:0051058,GO:0051179,GO:0051285,GO:0051286,GO:0051336,GO:0051345,GO:0051641,GO:0051716,GO:0060589,GO:0061645,GO:0065007,GO:0065009,GO:0070273,GO:0070727,GO:0070938,GO:0071214,GO:0071470,GO:0071840,GO:0071944,GO:0072741,GO:0080025,GO:0098552,GO:0098562,GO:0098590,GO:0098753,GO:0098772,GO:0099568,GO:0099738,GO:0104004,GO:0120025,GO:0120038,GO:0120104,GO:1901981,GO:1902432,GO:1902531,GO:1902532,GO:1902936,GO:1990151		ko:K20643					ko00000,ko04131				FCH,RhoGAP	OTHER	FALSE	1.000000	0.000016		FALSE	FALSE	0	-	-	-	-	-	-	interaction_vs_self	474.21804022165	0.563676916780425	0.144957242103392	3.88857368284074	0.00010083505891485	0.000251900735816521	TRUE	FALSE	up
gene_4003	1982563	1982817	jgi.p|Ophnu1|1982563	Ophnu1	OphioH327chr_3	1128544	1131488	+	prediction	24995	0				1	3.6.4.-	Acting on acid anhydrides; involved in cellular and	\N	\N	\N	\N	\N	\N	no	yes	mRNA_4003	TRUE	61273.S3C6E5	0.0	1458.0	COG1112@1|root,KOG1801@2759|Eukaryota,39M35@33154|Opisthokonta,3Q5GS@4751|Fungi,3RNHB@4890|Ascomycota,21RTK@147550|Sordariomycetes,3UR4D@5151|Ophiostomatales	4751|Fungi	A	AAA domain				ko:K14326	ko03013,ko03015,map03013,map03015	M00430			ko00000,ko00001,ko00002,ko01000,ko03019				AAA_11,AAA_12	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-	interaction_vs_self	10.2531201066373	1.01744857721297	0.654228121587308	1.55518930422068	0.119900990876698	0.168863521208381	FALSE	FALSE	up
gene_4004	1982564	1982818	jgi.p|Ophnu1|1982564	Ophnu1	OphioH327chr_3	1132264	1133346	-	prediction	25001	0				0									no	no	mRNA_4004	TRUE	61273.S3C8U4	2.76e-141	411.0	KOG4781@1|root,KOG4781@2759|Eukaryota,3A30J@33154|Opisthokonta,3P3MC@4751|Fungi,3QUYQ@4890|Ascomycota,21AGI@147550|Sordariomycetes,3UU1G@5151|Ophiostomatales	4751|Fungi	S	thioesterase													4HBT	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-	interaction_vs_self	1141.84818447488	0.0957410789991014	0.119587178967278	0.800596517334843	0.423365267573642	0.503054787677732	FALSE	FALSE	up
gene_4005	1982565	1982819	jgi.p|Ophnu1|1982565	Ophnu1	OphioH327chr_3	1134071	1135399	+	prediction	25005	4	GO:0003824; GO:0009107; GO:0016992; GO:0051536	catalytic activity; iron-sulfur cluster binding; lipoate biosynthetic process; lipoate synthase activity	biological_process; molecular_function	0									yes	no	mRNA_4005	TRUE	61273.S3D4P4	1.69e-281	773.0	COG0320@1|root,KOG2672@2759|Eukaryota,38EBV@33154|Opisthokonta,3NWHD@4751|Fungi,3QMC3@4890|Ascomycota,213BG@147550|Sordariomycetes,3URIS@5151|Ophiostomatales	4751|Fungi	H	Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives		GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006082,GO:0006464,GO:0006629,GO:0006631,GO:0006633,GO:0006732,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009106,GO:0009107,GO:0009108,GO:0009249,GO:0009987,GO:0010467,GO:0016053,GO:0016740,GO:0016782,GO:0016783,GO:0016992,GO:0018065,GO:0018130,GO:0018193,GO:0018205,GO:0019538,GO:0019752,GO:0032787,GO:0036211,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044267,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046483,GO:0051186,GO:0051188,GO:0051604,GO:0070283,GO:0071704,GO:0072330,GO:1901360,GO:1901362,GO:1901564,GO:1901576	2.8.1.8	ko:K03644	ko00785,ko01100,map00785,map01100		R07767,R07768	RC01978	ko00000,ko00001,ko01000				LIAS_N,Radical_SAM	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GT8	-	-	interaction_vs_self	883.717820166302	0.380683677400458	0.252786950428822	1.50594671423772	0.132080853189286	0.18398895090322	FALSE	FALSE	up
gene_4006	1982566	1982820	jgi.p|Ophnu1|1982566	Ophnu1	OphioH327chr_3	1137171	1138140	+	prediction	25009	2	GO:0016021; GO:0016192	integral to membrane; vesicle-mediated transport	biological_process; cellular_component	0									yes	no	mRNA_4006	TRUE	61273.S3C4D0	1.33e-70	213.0	COG5143@1|root,KOG0860@2759|Eukaryota,3A3F0@33154|Opisthokonta,3P44G@4751|Fungi,3QW6M@4890|Ascomycota,21AF3@147550|Sordariomycetes,3UTYN@5151|Ophiostomatales	4751|Fungi	U	Synaptobrevin	SNC2	GO:0000149,GO:0000922,GO:0003674,GO:0005484,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005794,GO:0005802,GO:0005819,GO:0005856,GO:0005886,GO:0005933,GO:0005935,GO:0005938,GO:0006810,GO:0006886,GO:0006887,GO:0006892,GO:0006893,GO:0006897,GO:0006906,GO:0006996,GO:0008104,GO:0008150,GO:0009987,GO:0012505,GO:0012506,GO:0015031,GO:0015630,GO:0015833,GO:0016020,GO:0016043,GO:0016050,GO:0016192,GO:0030133,GO:0030427,GO:0030658,GO:0030659,GO:0031090,GO:0031201,GO:0031410,GO:0031982,GO:0031984,GO:0032153,GO:0032940,GO:0032991,GO:0033036,GO:0034613,GO:0042886,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044085,GO:0044091,GO:0044422,GO:0044424,GO:0044425,GO:0044430,GO:0044431,GO:0044433,GO:0044444,GO:0044446,GO:0044448,GO:0044464,GO:0045184,GO:0046903,GO:0046907,GO:0048193,GO:0048284,GO:0051179,GO:0051234,GO:0051285,GO:0051286,GO:0051641,GO:0051649,GO:0061024,GO:0061025,GO:0070727,GO:0071702,GO:0071705,GO:0071840,GO:0071944,GO:0072687,GO:0090174,GO:0090619,GO:0097708,GO:0098588,GO:0098657,GO:0098791,GO:0098796,GO:0098805,GO:0098876,GO:0099097,GO:0099568,GO:0099738		ko:K08513	ko04130,map04130				ko00000,ko00001,ko04131				Synaptobrevin	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-	interaction_vs_self	7458.61726214621	0.687025613941888	0.0711223440719124	9.65977180458549	4.46858224960008e-22	4.3765519515534e-21	TRUE	FALSE	up
gene_4007	1982567	1982821	jgi.p|Ophnu1|1982567	Ophnu1	OphioH327chr_3	1140743	1143571	+	prediction	25015	9	GO:0003942; GO:0003991; GO:0005737; GO:0005739; GO:0006520; GO:0006526; GO:0008652; GO:0016620; GO:0051287	acetylglutamate kinase activity; amino acid biosynthetic process; amino acid metabolic process; arginine biosynthetic process; cytoplasm; mitochondrion; N-acetyl-gamma-glutamyl-phosphate reductase activity; NAD binding; oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	biological_process; cellular_component; molecular_function	0									yes	no	mRNA_4007	TRUE	61273.S3CP86	0.0	1674.0	COG0002@1|root,COG0548@1|root,KOG2436@2759|Eukaryota,KOG4354@2759|Eukaryota,38FTK@33154|Opisthokonta,3NW51@4751|Fungi,3QK90@4890|Ascomycota,2117P@147550|Sordariomycetes,3URTY@5151|Ophiostomatales	4751|Fungi	E	NAT, N-acetyltransferase, of N-acetylglutamate synthase	6	GO:0003674,GO:0003824,GO:0003942,GO:0003991,GO:0004042,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0006082,GO:0006355,GO:0006520,GO:0006525,GO:0006526,GO:0006591,GO:0006592,GO:0006793,GO:0006796,GO:0006807,GO:0008080,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0016053,GO:0016301,GO:0016310,GO:0016407,GO:0016410,GO:0016491,GO:0016597,GO:0016620,GO:0016740,GO:0016746,GO:0016747,GO:0016772,GO:0016774,GO:0016903,GO:0019219,GO:0019222,GO:0019752,GO:0031323,GO:0031326,GO:0031406,GO:0031974,GO:0034618,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0043177,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0046394,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0055114,GO:0060255,GO:0065007,GO:0070013,GO:0071704,GO:0080090,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1903506,GO:2000112,GO:2001141	1.2.1.38,2.7.2.8	ko:K12659	ko00220,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map01100,map01110,map01130,map01210,map01230	M00028	R02649,R03443	RC00002,RC00043,RC00684	ko00000,ko00001,ko00002,ko01000			iMM904.YER069W,iND750.YER069W	AA_kinase,NAT,Semialdhyde_dh,Semialdhyde_dhC	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-	interaction_vs_self	3314.43646404961	0.0945260143016871	0.116473141893139	0.811569197544378	0.417038871900698	0.496709718028382	FALSE	FALSE	up
gene_4008	1982568	1982822	jgi.p|Ophnu1|1982568	Ophnu1	OphioH327chr_3	1145643	1146564	+	prediction	25019	4	GO:0005525; GO:0005622; GO:0007264; GO:0015031	GTP binding; intracellular; protein transport; small GTPase mediated signal transduction	biological_process; cellular_component; molecular_function	0									yes	no	mRNA_4008	TRUE	61273.S3C6E0	4.59e-127	365.0	COG1100@1|root,KOG0393@2759|Eukaryota,38VNM@33154|Opisthokonta,3NVUG@4751|Fungi,3QPSK@4890|Ascomycota,215A3@147550|Sordariomycetes,3UQA8@5151|Ophiostomatales	4751|Fungi	U	Rho (Ras homology) subfamily of Ras-like small GTPases	RHO3	GO:0000166,GO:0000226,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005933,GO:0006996,GO:0007010,GO:0007017,GO:0007154,GO:0007163,GO:0007165,GO:0007264,GO:0008150,GO:0008360,GO:0009987,GO:0010590,GO:0010638,GO:0016020,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0017157,GO:0019001,GO:0022603,GO:0022604,GO:0023052,GO:0030029,GO:0030036,GO:0030950,GO:0030952,GO:0032153,GO:0032231,GO:0032233,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0032879,GO:0032956,GO:0032970,GO:0033043,GO:0035556,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0044087,GO:0044089,GO:0044424,GO:0044444,GO:0044464,GO:0045921,GO:0048518,GO:0048522,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051128,GO:0051130,GO:0051302,GO:0051493,GO:0051495,GO:0051716,GO:0060627,GO:0065007,GO:0065008,GO:0071840,GO:0071944,GO:0071963,GO:0090337,GO:0090338,GO:0097159,GO:0097367,GO:0110053,GO:1901265,GO:1901363,GO:1902903,GO:1902905,GO:1903530,GO:1903532		ko:K07975					ko00000,ko04031				Ras	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-	interaction_vs_self	1858.6786653822	-0.437336699033021	0.091942408006599	-4.75663742678604	1.96844250821418e-06	6.03721528853938e-06	TRUE	FALSE	down
gene_4009	1982569	1982823	jgi.p|Ophnu1|1982569	Ophnu1	OphioH327chr_3	1147279	1149003	+	prediction	25031	1	GO:0003824	catalytic activity	molecular_function	0									yes	no	mRNA_4009	TRUE	61273.S3C8T9	0.0	946.0	COG1179@1|root,KOG2018@2759|Eukaryota,38EFZ@33154|Opisthokonta,3NVU4@4751|Fungi,3QNI4@4890|Ascomycota,211X0@147550|Sordariomycetes,3UQA3@5151|Ophiostomatales	4751|Fungi	O	ThiF family		GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005741,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008641,GO:0009451,GO:0009987,GO:0010467,GO:0016020,GO:0016070,GO:0016829,GO:0016835,GO:0016836,GO:0016874,GO:0016877,GO:0019867,GO:0031090,GO:0031966,GO:0031967,GO:0031968,GO:0031975,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0046483,GO:0061503,GO:0061504,GO:0071704,GO:0090304,GO:0098588,GO:0098805,GO:0140098,GO:0140101,GO:1901360		ko:K22132					ko00000,ko03016				ThiF	OTHER	FALSE	0.998857	0.001168		FALSE	FALSE	0	-	-	-	-	-	-	interaction_vs_self	384.814562227612	0.0036503454410494	0.263763438475692	0.0138394671458069	0.988958055314591	0.994534886453583	FALSE	FALSE	up
gene_4010	1982570	1982824	jgi.p|Ophnu1|1982570	Ophnu1	OphioH327chr_3	1149132	1150391	-	prediction	25035	0				0									no	no	mRNA_4010	TRUE	61273.S3D4N9	2.59e-131	389.0	KOG3869@1|root,KOG3869@2759|Eukaryota,39SK2@33154|Opisthokonta,3NY8V@4751|Fungi,3QK2U@4890|Ascomycota,211FB@147550|Sordariomycetes,3UPRX@5151|Ophiostomatales	4751|Fungi	S	N-terminal domain of CBF1 interacting co-repressor CIR	CWC25	GO:0000375,GO:0000377,GO:0000398,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005681,GO:0005684,GO:0006139,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008380,GO:0009987,GO:0010467,GO:0016070,GO:0016071,GO:0032991,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0045292,GO:0046483,GO:0071704,GO:0090304,GO:1901360,GO:1990904											CWC25,Cir_N	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-	interaction_vs_self	488.739569795746	0.0529581794432748	0.277663364822093	0.190728004312728	0.848738697159567	0.882341905232681	FALSE	FALSE	up
gene_4011	1982571	1982825	jgi.p|Ophnu1|1982571	Ophnu1	OphioH327chr_3	1150811	1152271	+	prediction	25039	0				0									no	no	mRNA_4011	TRUE	61273.S3C1U3	7.4e-287	795.0	COG5159@1|root,KOG1464@2759|Eukaryota,38GQV@33154|Opisthokonta,3NZ5W@4751|Fungi,3QMRI@4890|Ascomycota,21476@147550|Sordariomycetes,3UT34@5151|Ophiostomatales	4751|Fungi	OT	motif in proteasome subunits, Int-6, Nip-1 and TRIP-15	csnB	GO:0000003,GO:0000338,GO:0000909,GO:0003006,GO:0003674,GO:0003712,GO:0003714,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0006464,GO:0006508,GO:0006807,GO:0006950,GO:0006974,GO:0007275,GO:0008150,GO:0008152,GO:0008180,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0019538,GO:0019953,GO:0022414,GO:0030582,GO:0030584,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031935,GO:0032501,GO:0032502,GO:0032991,GO:0033043,GO:0033044,GO:0033554,GO:0036211,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0044703,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0048608,GO:0048731,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051704,GO:0051716,GO:0060255,GO:0060968,GO:0061458,GO:0065007,GO:0070646,GO:0070647,GO:0070791,GO:0071704,GO:0075259,GO:0080090,GO:0090052,GO:0090054,GO:0140110,GO:1901564,GO:1902275,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141		ko:K12176					ko00000,ko04121				PCI	OTHER	FALSE	1.000000	0.000007		TRUE	FALSE	1	-	-	-	GT1	-	-	interaction_vs_self	3051.86975311092	0.229662154063439	0.0765031325904548	3.00199673251149	0.00268215054621281	0.00535929240793222	TRUE	FALSE	up
gene_4012	1982572	1982826	jgi.p|Ophnu1|1982572	Ophnu1	OphioH327chr_3	1158634	1162578	+	prediction	25043	0				0									no	no	mRNA_4012	TRUE	61273.S3D2K4	0.0	1131.0	KOG3991@1|root,KOG3991@2759|Eukaryota,38D99@33154|Opisthokonta,3NZ2J@4751|Fungi,3QMGR@4890|Ascomycota,215FE@147550|Sordariomycetes,3UPWE@5151|Ophiostomatales	4751|Fungi	O	Peptidase C65 Otubain			3.4.19.12	ko:K09602					ko00000,ko01000,ko01002,ko04121				Peptidase_C65	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-	interaction_vs_self	5531.20330858395	0.106170026118331	0.118842237275857	0.89336946654655	0.371659348346848	0.451583253633643	FALSE	FALSE	up
gene_4013	1982573	1982827	jgi.p|Ophnu1|1982573	Ophnu1	OphioH327chr_3	1163323	1163715	+	prediction	25053	0				0									no	no	mRNA_4013	TRUE	104355.XP_007869048.1	3.6e-08	53.1	2DZH2@1|root,2S712@2759|Eukaryota,3A8Z0@33154|Opisthokonta,3P6ZT@4751|Fungi,3V68U@5204|Basidiomycota,22AXH@155619|Agaricomycetes,3H68I@355688|Agaricomycetes incertae sedis	4751|Fungi																OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-	interaction_vs_self	45329.5762242857	-0.03838955009337	0.0788130579410824	-0.487096314954162	0.626190077749535	0.692768058078527	FALSE	FALSE	down
