# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "4" "-p" "--countReadPairs" "-B" "-C" "-s" "1" "-t" "exon" "-g" "gene_id" "-a" "/home/alex/dual-rnaseq-elm-fungi/audit/strandedness/ophiostoma.gtf" "-o" "/home/alex/dual-rnaseq-elm-fungi/results/ophiostoma/gene_counts/ophiostoma_gene_featurecounts.txt" "/home/alex/rnaseq/03_alignment/ophiostoma_alignments/149_ophiostoma.sorted.bam" "/home/alex/rnaseq/03_alignment/ophiostoma_alignments/150_ophiostoma.sorted.bam" "/home/alex/rnaseq/03_alignment/ophiostoma_alignments/151_ophiostoma.sorted.bam" "/home/alex/rnaseq/03_alignment/ophiostoma_alignments/152_ophiostoma.sorted.bam" "/home/alex/rnaseq/03_alignment/ophiostoma_alignments/153_ophiostoma.sorted.bam" "/home/alex/rnaseq/03_alignment/ophiostoma_alignments/154_ophiostoma.sorted.bam" "/home/alex/rnaseq/03_alignment/ophiostoma_alignments/155_ophiostoma.sorted.bam" "/home/alex/rnaseq/03_alignment/ophiostoma_alignments/156_ophiostoma.sorted.bam" "/home/alex/rnaseq/03_alignment/ophiostoma_alignments/157_ophiostoma.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/alex/rnaseq/03_alignment/ophiostoma_alignments/149_ophiostoma.sorted.bam	/home/alex/rnaseq/03_alignment/ophiostoma_alignments/150_ophiostoma.sorted.bam	/home/alex/rnaseq/03_alignment/ophiostoma_alignments/151_ophiostoma.sorted.bam	/home/alex/rnaseq/03_alignment/ophiostoma_alignments/152_ophiostoma.sorted.bam	/home/alex/rnaseq/03_alignment/ophiostoma_alignments/153_ophiostoma.sorted.bam	/home/alex/rnaseq/03_alignment/ophiostoma_alignments/154_ophiostoma.sorted.bam	/home/alex/rnaseq/03_alignment/ophiostoma_alignments/155_ophiostoma.sorted.bam	/home/alex/rnaseq/03_alignment/ophiostoma_alignments/156_ophiostoma.sorted.bam	/home/alex/rnaseq/03_alignment/ophiostoma_alignments/157_ophiostoma.sorted.bam
gene_3931	OphioH327chr_3;OphioH327chr_3	833902;835181	835119;835279	+;+	1317	43	51	53	160	139	321	392	441	604
gene_3932	OphioH327chr_3;OphioH327chr_3	837588;838611	838528;840330	+;+	2661	988	958	915	903	719	1413	1379	1700	2135
gene_3933	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	841154;841564;841632	841493;841581;842992	+;+;+	1719	1897	1814	1593	1495	1223	2592	5742	6670	8284
gene_3934	OphioH327chr_3;OphioH327chr_3	847955;848147	848083;850804	+;+	2787	39663	37409	34185	60958	49238	109208	98830	114400	175213
gene_3935	OphioH327chr_3	851464	852798	-	1335	203	263	243	265	250	311	428	575	599
gene_3936	OphioH327chr_3;OphioH327chr_3	855827;855984	855905;856831	+;+	927	2370	2334	2235	2296	1779	3281	3928	5087	6245
gene_3937	OphioH327chr_3;OphioH327chr_3	858600;859544	859479;860436	+;+	1773	545	566	548	513	434	680	1014	1282	1555
gene_3938	OphioH327chr_3;OphioH327chr_3	861414;861662	861458;864046	+;+	2430	1695	1762	1508	2119	1912	2901	3220	4185	5592
gene_3939	OphioH327chr_3	864876	866390	-	1515	585	541	484	629	524	1079	1569	1452	2256
gene_3940	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	868409;868593;868905;869117;869543	868531;868841;869051;869490;871145	+;+;+;+;+	2496	1260	1213	1139	1330	1065	2056	2561	3013	3668
gene_3941	OphioH327chr_3;OphioH327chr_3	871901;872387	872314;872926	-;-	954	814	820	835	923	726	1081	1648	2194	2482
gene_3942	OphioH327chr_3;OphioH327chr_3	873846;874370	874317;874476	-;-	579	5	3	4	1	2	4	0	0	3
gene_3943	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	877268;878922;879232;879496	878864;879109;879440;879565	-;-;-;-	2064	9149	8119	7228	9755	7399	20303	27180	25780	36985
gene_3944	OphioH327chr_3;OphioH327chr_3	886816;893070	893008;893113	+;+	6237	2600	2649	2388	1402	1166	1964	3494	5035	6661
gene_3945	OphioH327chr_3	897021	897560	+	540	586	574	643	1873	1644	3163	3014	3318	3266
gene_3946	OphioH327chr_3;OphioH327chr_3	898291;898432	898353;899511	-;-	1143	519	493	509	200	196	393	1003	1160	1346
gene_3947	OphioH327chr_3	900708	900980	-	273	13672	12863	13245	8529	7518	11590	23095	31517	34258
gene_3948	OphioH327chr_3	902549	904306	+	1758	230	214	204	267	180	374	608	769	779
gene_3949	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	904761;904970;906201	904910;905792;906250	-;-;-	1023	3410	3281	2935	3384	2886	5404	7588	8928	11087
gene_3950	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	908289;908480;908565;908677	908412;908500;908602;911316	+;+;+;+	2823	2011	1981	1832	913	794	1014	2286	3242	3993
gene_3951	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	911866;912083;912170	911941;912112;912789	+;+;+	726	414	420	392	200	167	278	640	820	997
gene_3952	OphioH327chr_3	914469	916241	+	1773	0	0	0	0	1	0	0	0	1
gene_3953	OphioH327chr_3;OphioH327chr_3	917141;918475	918406;918513	-;-	1305	5	3	1	3	1	2	1	0	11
gene_3954	OphioH327chr_3;OphioH327chr_3	925374;925462	925382;925578	-;-	126	0	0	0	9	16	24	27	33	51
gene_3955	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	928988;929243;929766;929924	929178;929702;929875;931247	+;+;+;+	2085	565	441	376	2923	2308	5305	4674	4746	6533
gene_3956	OphioH327chr_3	931473	932549	-	1077	12	7	15	10	7	12	35	40	53
gene_3957	OphioH327chr_3;OphioH327chr_3	933129;933276	933209;933806	-;-	612	108	106	114	6	5	4	37	62	47
gene_3958	OphioH327chr_3;OphioH327chr_3	934263;935605	935548;935698	-;-	1380	280	280	262	263	211	448	299	306	471
gene_3959	OphioH327chr_3;OphioH327chr_3	939450;940661	940607;942220	+;+	2718	1356	1249	1119	363	316	781	875	832	1147
gene_3960	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	943016;943188;943841	943130;943784;944307	+;+;+	1179	745	698	711	575	501	816	1491	2104	2499
gene_3961	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	944616;946041;946239	945983;946191;946582	-;-;-	1863	662	678	600	775	674	1131	1211	1750	1934
gene_3962	OphioH327chr_3	947325	948233	+	909	296	280	274	210	155	368	800	742	1020
gene_3963	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	948574;948735;949645	948672;949594;950221	-;-;-	1536	1229	1126	1061	1218	1101	1823	2603	3151	4010
gene_3964	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	950952;951527;951982;952414	951457;951929;952363;952925	-;-;-;-	1803	2240	2123	1839	1505	1157	2800	7974	8323	11525
gene_3965	OphioH327chr_3;OphioH327chr_3	956299;956968	956913;957612	+;+	1260	1419	1317	1257	920	856	1352	3477	5012	5537
gene_3966	OphioH327chr_3;OphioH327chr_3	961309;961566	961504;962092	+;+	723	3912	3886	3649	2146	1672	3605	9293	10767	13532
gene_3967	OphioH327chr_3	963187	964383	-	1197	1177	1249	1163	1318	1133	2056	3076	3710	4261
gene_3968	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	966066;966545;966758	966474;966693;967078	+;+;+	879	3225	3344	3038	3142	2348	5149	5883	6805	9235
gene_3969	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	967801;967917;968394	967859;968329;968518	-;-;-	597	2797	2592	2483	5404	4228	10202	17176	16948	21567
gene_3970	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	969576;970402;970661;970781	970348;970609;970728;971723	-;-;-;-	1992	4596	4393	4069	3688	2895	6453	7871	9140	12081
gene_3971	OphioH327chr_3;OphioH327chr_3	979144;979279	979213;980933	+;+	1725	1243	1231	1014	465	359	860	1915	2076	3402
gene_3972	OphioH327chr_3	983169	985184	-	2016	2114	1925	1742	1046	849	2249	6603	6030	9041
gene_3973	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	997284;997776;998733;999689;999814;1000022	997503;998659;999611;999731;999969;1000128	+;+;+;+;+;+	2289	5940	5211	4613	2553	1808	5576	12467	11448	18388
gene_3974	OphioH327chr_3	1007508	1008659	+	1152	40	33	34	27	14	33	70	120	129
gene_3975	OphioH327chr_3;OphioH327chr_3	1015145;1015359	1015214;1015408	-;-	120	0	1	0	0	0	0	0	3	1
gene_3976	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	1022003;1022118;1023195	1022057;1023127;1024169	+;+;+	2040	626	724	606	509	393	704	1412	1616	2055
gene_3977	OphioH327chr_3	1027218	1028465	+	1248	985	990	1049	377	356	557	933	1228	1364
gene_3978	OphioH327chr_3;OphioH327chr_3	1029362;1030264	1030192;1032729	+;+	3297	1668	1549	1386	1458	1241	2851	3907	4307	6329
gene_3979	OphioH327chr_3	1032963	1034768	-	1806	68	65	73	190	169	383	356	305	378
gene_3980	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	1037625;1039352;1039754	1039297;1039669;1039808	-;-;-	2046	2076	2152	1920	1184	1050	1777	2968	3774	4475
gene_3981	OphioH327chr_3;OphioH327chr_3	1040777;1040863	1040808;1041157	+;+	327	563	603	554	605	449	587	1100	1592	1864
gene_3982	OphioH327chr_3;OphioH327chr_3	1042126;1044278	1044225;1044703	-;-	2526	314	279	251	202	192	420	655	651	937
gene_3983	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	1051954;1052172;1052236;1052500;1052752	1052111;1052178;1052321;1052577;1052779	-;-;-;-;-	357	15926	14170	13005	11335	9226	23958	42865	44529	59829
gene_3984	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	1054020;1054620;1055591	1054571;1055536;1055714	+;+;+	1593	1151	1146	955	916	680	1600	2820	2750	3983
gene_3985	OphioH327chr_3;OphioH327chr_3	1057562;1058949	1058893;1059146	-;-	1530	1711	1724	1469	904	692	1694	3003	3238	4272
gene_3986	OphioH327chr_3;OphioH327chr_3	1060318;1060990	1060932;1061031	+;+	657	3249	2983	2776	1455	1073	2613	4201	4361	5729
gene_3987	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	1071475;1072264;1072741	1072053;1072489;1073903	+;+;+	1968	3	4	1	27	20	37	51	43	58
gene_3988	OphioH327chr_3;OphioH327chr_3	1075892;1076056	1075975;1077429	+;+	1458	3764	3735	3588	5083	4445	6819	8682	11607	13442
gene_3989	OphioH327chr_3;OphioH327chr_3	1078820;1080112	1080048;1080595	+;+	1713	5	2	6	10	5	8	18	19	24
gene_3990	OphioH327chr_3	1080653	1081642	+	990	4	1	0	7	6	18	32	19	24
gene_3991	OphioH327chr_3	1081828	1083291	-	1464	278	313	265	260	203	466	656	743	1022
gene_3992	OphioH327chr_3	1084584	1086641	-	2058	11	18	17	2	1	1	10	11	16
gene_3993	OphioH327chr_3	1087721	1089160	-	1440	149	136	156	204	180	245	312	466	528
gene_3994	OphioH327chr_3	1095142	1098867	+	3726	1788	1807	1641	905	716	1461	1301	1559	2407
gene_3995	OphioH327chr_3	1099626	1101752	+	2127	704	724	646	656	495	775	1078	1546	1901
gene_3996	OphioH327chr_3	1103276	1105519	-	2244	1583	1473	1208	1933	1515	3769	4240	4459	7666
gene_3997	OphioH327chr_3;OphioH327chr_3	1111626;1112574	1112452;1112856	-;-	1110	611	682	657	422	359	505	1010	1482	1630
gene_3998	OphioH327chr_3	1115431	1116597	+	1167	45	52	43	125	97	165	150	256	224
gene_3999	OphioH327chr_3;OphioH327chr_3	1117528;1117634	1117576;1117869	-;-	285	0	0	0	11	18	20	3	4	3
gene_4000	OphioH327chr_3;OphioH327chr_3	1118730;1118929	1118848;1119475	+;+	666	32	38	29	213	189	302	25	46	27
gene_4001	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	1120483;1120700;1120859;1121071;1121244;1121435;1121732;1122058	1120640;1120804;1121020;1121178;1121372;1121675;1121987;1122629	+;+;+;+;+;+;+;+	1731	7891	7176	6445	11609	8779	22807	21058	20719	29717
gene_4002	OphioH327chr_3;OphioH327chr_3	1124060;1124441	1124377;1126531	+;+	2409	474	447	418	323	256	431	451	674	958
gene_4003	OphioH327chr_3;OphioH327chr_3	1128544;1128708	1128645;1131488	+;+	2883	9	11	5	3	4	7	25	17	33
gene_4004	OphioH327chr_3	1132264	1133346	-	1083	913	910	882	916	698	1214	1470	1919	1899
gene_4005	OphioH327chr_3	1134071	1135399	+	1329	760	783	885	744	626	576	762	1359	1336
gene_4006	OphioH327chr_3;OphioH327chr_3	1137171;1137889	1137275;1138140	+;+	357	7227	6700	6794	4412	3286	7039	10355	11819	14366
gene_4007	OphioH327chr_3	1140743	1143571	+	2829	2724	2712	2633	2635	2226	3498	3362	4896	6327
gene_4008	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	1145643;1145756;1145855;1145963;1146110	1145695;1145806;1145904;1146052;1146564	+;+;+;+;+	699	1114	1047	1024	1328	1118	2554	3229	3502	4850
gene_4009	OphioH327chr_3	1147279	1149003	+	1725	288	327	349	377	320	316	259	513	595
gene_4010	OphioH327chr_3	1149132	1150391	-	1260	350	392	387	443	365	322	506	983	850
gene_4011	OphioH327chr_3	1150811	1152271	+	1461	2391	2291	2102	1920	1483	3235	5143	5453	7730
gene_4012	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	1158634;1160240;1160390;1160645	1160184;1160326;1160453;1162578	+;+;+;+	3636	4481	4038	3635	3550	2728	6944	9087	8828	13581
gene_4013	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	1163323;1163428;1163562	1163364;1163489;1163715	+;+;+	258	32372	28980	28829	32138	23662	49905	82169	89519	107644
gene_4014	OphioH327chr_3	1165300	1167198	+	1899	1025	913	876	631	468	952	1842	2162	2760
gene_4015	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	1176384;1176672;1176961	1176458;1176738;1177775	-;-;-	957	0	0	0	0	0	0	0	0	0
gene_4016	OphioH327chr_3;OphioH327chr_3	1178229;1178712	1178358;1179250	-;-	669	284	243	219	272	208	458	694	663	887
gene_4017	OphioH327chr_3;OphioH327chr_3	1186361;1186827	1186484;1187362	-;-	660	593	534	522	387	310	745	1701	1827	2239
gene_4018	OphioH327chr_3;OphioH327chr_3	1193298;1193484	1193346;1193803	-;-	369	766	698	593	419	362	691	2115	2464	3431
gene_4019	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	1200807;1204474;1205297	1204410;1205067;1205478	-;-;-	4380	9337	8751	8018	8599	7240	14581	24950	28558	40083
gene_4020	OphioH327chr_3	1209201	1212236	+	3036	942	1078	1195	647	645	578	1189	2195	2200
gene_4021	OphioH327chr_3	1213175	1214443	-	1269	137	150	148	44	37	58	205	220	280
gene_4022	OphioH327chr_3	1215647	1216237	-	591	70	77	59	52	45	86	157	201	215
gene_4023	OphioH327chr_3	1240218	1241114	+	897	350	419	400	249	346	277	582	1016	882
gene_4024	OphioH327chr_3	1246464	1247621	+	1158	1564	1377	1314	1494	1156	2683	2231	2334	3752
gene_4025	OphioH327chr_3	1248984	1251242	+	2259	77	81	84	190	162	215	271	314	394
gene_4026	OphioH327chr_3;OphioH327chr_3	1251334;1252716	1252658;1252845	-;-	1455	183	198	191	110	89	140	363	611	617
gene_4027	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	1253689;1257896;1258382	1257839;1258277;1258669	-;-;-	4821	1652	1647	1495	1704	1462	2571	2334	3369	4756
gene_4028	OphioH327chr_3;OphioH327chr_3	1265174;1265925	1265866;1269926	+;+	4695	2198	2117	1979	2594	2206	4094	3917	5217	6932
gene_4029	OphioH327chr_3	1271454	1273295	+	1842	1740	1889	1821	913	844	1063	2259	3165	3783
gene_4030	OphioH327chr_3	1273737	1274738	-	1002	281	282	302	286	264	406	618	644	936
gene_4031	OphioH327chr_3	1275686	1277287	-	1602	296	277	248	400	310	547	737	1046	1157
gene_4032	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	1278632;1278874;1279497	1278814;1278936;1279499	-;-;-	249	9030	7174	7442	7066	5567	13829	20624	20862	27919
gene_4033	OphioH327chr_3;OphioH327chr_3	1280440;1280588	1280504;1281326	+;+	804	1272	1162	1121	1213	1005	1834	2789	3453	3827
gene_4034	OphioH327chr_3;OphioH327chr_3	1282484;1282696	1282637;1283852	+;+	1311	287	341	335	371	331	427	537	756	809
gene_4035	OphioH327chr_3;OphioH327chr_3	1284701;1285183	1285123;1286961	-;-	2202	854	928	787	767	648	1371	1400	1694	2359
gene_4036	OphioH327chr_3	1292997	1294730	+	1734	711	737	697	537	534	1064	1141	1450	1858
gene_4037	OphioH327chr_3;OphioH327chr_3	1295193;1295928	1295867;1296035	-;-	783	1547	1376	1447	1355	1184	1712	2036	3044	3097
gene_4038	OphioH327chr_3	1296918	1299239	+	2322	1047	892	898	1139	891	1714	1757	2172	2697
gene_4039	OphioH327chr_3	1299529	1301331	-	1803	64	63	74	123	108	144	128	184	167
gene_4040	OphioH327chr_3;OphioH327chr_3	1302170;1303468	1303408;1305441	-;-	3213	3190	2994	2864	2743	2261	3833	4067	5136	7793
gene_4041	OphioH327chr_3;OphioH327chr_3	1306463;1306814	1306699;1308283	-;-	1707	5485	4999	4258	5753	4626	12779	14425	12894	19123
gene_4042	OphioH327chr_3	1309315	1310307	-	993	155	117	98	182	181	449	546	547	782
gene_4043	OphioH327chr_3	1312235	1314949	+	2715	0	0	0	2	0	1	2	8	2
gene_4044	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	1317589;1317673;1318209	1317601;1318156;1318530	+;+;+	819	27452	25278	23002	56624	44404	103197	28823	29647	37912
gene_4045	OphioH327chr_3;OphioH327chr_3	1319070;1321434	1321361;1321544	-;-	2403	230	222	199	188	149	246	256	403	483
gene_4046	OphioH327chr_3;OphioH327chr_3	1325245;1325591	1325542;1326243	+;+	951	101	79	81	71	59	103	189	223	261
gene_4047	OphioH327chr_3	1326490	1327446	-	957	347	308	354	183	147	223	446	697	690
gene_4048	OphioH327chr_3	1328304	1330019	-	1716	327	312	301	339	276	578	823	1075	1353
gene_4049	OphioH327chr_3;OphioH327chr_3	1330644;1330727	1330676;1331185	+;+	492	432	385	335	488	406	787	1298	1492	1725
gene_4050	OphioH327chr_3;OphioH327chr_3	1331897;1333584	1333447;1333655	-;-	1623	1068	926	916	907	737	1703	2198	2326	3374
gene_4051	OphioH327chr_3	1337336	1338610	+	1275	248	259	268	147	144	187	333	631	622
gene_4052	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	1339023;1340535;1340685	1340480;1340614;1340781	-;-;-	1635	8104	7527	6957	10732	8718	20618	21217	20921	30165
gene_4053	OphioH327chr_3	1341482	1342393	-	912	210	207	189	318	252	560	724	693	1063
gene_4054	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	1350813;1351790;1351961;1353389	1351718;1351894;1353332;1353588	+;+;+;+	2583	7750	7426	6510	4485	3702	7974	10875	11788	17809
gene_4055	OphioH327chr_3	1354362	1356200	+	1839	450	521	501	108	111	99	353	636	569
gene_4056	OphioH327chr_3;OphioH327chr_3	1356446;1356895	1356841;1356918	-;-	420	332	414	477	379	356	346	551	951	841
gene_4057	OphioH327chr_3	1357536	1361066	-	3531	578	555	519	497	452	679	753	1257	1624
gene_4058	OphioH327chr_3	1361623	1363884	-	2262	246	227	206	473	419	625	543	745	976
gene_4059	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	1365071;1365331;1365541;1365901;1366326	1365273;1365490;1365836;1366247;1366657	-;-;-;-;-	1338	67	66	66	182	141	291	239	252	271
gene_4060	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	1366951;1367135;1367311;1367410	1367041;1367249;1367345;1367462	-;-;-;-	294	534	477	421	586	467	976	1196	1461	1586
gene_4061	OphioH327chr_3;OphioH327chr_3	1369446;1369610	1369544;1371997	+;+	2487	3069	2840	2687	3836	3180	5986	3014	3081	4488
gene_4062	OphioH327chr_3	1372808	1374466	+	1659	14	10	7	11	7	24	22	10	35
gene_4063	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	1380217;1380424;1381044;1381189	1380324;1380991;1381126;1382259	+;+;+;+	1830	405	313	307	428	407	828	968	1051	1410
gene_4064	OphioH327chr_3;OphioH327chr_3	1382646;1382722	1382657;1383501	-;-	792	744	697	636	807	696	1576	3816	3589	5183
gene_4065	OphioH327chr_3;OphioH327chr_3	1386242;1387258	1387185;1387435	+;+	1122	77	66	61	39	43	61	209	200	270
gene_4066	OphioH327chr_3	1387651	1388043	-	393	1457	1366	1267	1618	1215	2922	3878	3960	5321
gene_4067	OphioH327chr_3;OphioH327chr_3	1388733;1388891	1388835;1389918	+;+	1131	193	216	206	240	282	256	278	524	486
gene_4068	OphioH327chr_3	1390032	1390709	-	678	112	100	101	58	53	58	108	235	214
gene_4069	OphioH327chr_3	1392488	1394158	-	1671	42	71	59	254	219	376	238	268	335
gene_4070	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	1396251;1396986;1399356	1396866;1399323;1399380	+;+;+	2979	229	185	177	191	156	338	680	621	877
gene_4071	OphioH327chr_3;OphioH327chr_3	1400316;1401785	1401724;1402103	-;-	1728	97	110	95	1003	735	1873	1863	1951	2683
gene_4072	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	1402997;1403217;1403340;1403477;1403679	1403162;1403285;1403420;1403618;1404804	+;+;+;+;+	1584	78	56	69	1722	1330	3640	5467	4902	6734
gene_4073	OphioH327chr_3	1404902	1406155	-	1254	119	92	84	168	171	426	471	428	578
gene_4074	OphioH327chr_3;OphioH327chr_3	1406922;1407985	1407914;1408539	-;-	1548	932	843	702	1279	881	2116	3072	3384	4682
gene_4075	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	1411220;1411346;1411529;1411645;1411776;1412007;1412591;1412791;1412857;1412995;1413186	1411291;1411473;1411593;1411723;1411944;1412534;1412728;1412804;1412937;1413130;1413524	-;-;-;-;-;-;-;-;-;-;-	1749	610	561	472	625	497	1411	1681	1623	2227
gene_4076	OphioH327chr_3	1414799	1415167	-	369	2075	2097	2020	1590	1442	1845	3406	4969	5279
gene_4077	OphioH327chr_3;OphioH327chr_3	1416744;1417154	1417076;1417201	+;+	381	348	280	276	343	324	743	2078	2072	2502
gene_4078	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	1417962;1418127;1418258;1421428	1417998;1418201;1421371;1421540	+;+;+;+	3339	993	1035	918	782	734	1256	1720	2183	2691
gene_4079	OphioH327chr_3	1422235	1423881	+	1647	443	416	375	615	504	1019	794	879	1158
gene_4080	OphioH327chr_3;OphioH327chr_3	1426169;1427915	1427856;1428395	-;-	2169	13094	12540	11553	10482	8794	17582	23045	28114	36049
gene_4081	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	1436032;1436785;1438509	1436726;1437195;1438746	-;-;-	1344	9426	8913	7958	8565	6666	17187	25758	26224	37492
gene_4082	OphioH327chr_3	1439401	1440048	+	648	402	368	382	509	388	716	1068	1434	1487
gene_4083	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	1440579;1440689;1440868	1440639;1440810;1440945	-;-;-	261	215	202	221	189	171	249	474	860	703
gene_4084	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	1442116;1443867;1444373;1445703	1443802;1444302;1444534;1445739	-;-;-;-	2322	8076	7696	6881	5165	3656	8744	12436	13389	18442
gene_4085	OphioH327chr_3;OphioH327chr_3	1454897;1457025	1456966;1458407	-;-	3453	921	871	876	600	511	866	1808	2368	2860
gene_4086	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	1460266;1461187;1461985;1464230	1461125;1461912;1464173;1464450	+;+;+;+	3996	4192	3950	3360	2783	2268	6116	9672	9753	15479
gene_4087	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	1465934;1466136;1472862	1466074;1467912;1472938	-;-;-	1995	64	93	65	137	117	248	383	354	527
gene_4088	OphioH327chr_3;OphioH327chr_3	1481335;1482665	1482602;1483025	-;-	1629	2975	3012	2836	5477	4367	8006	5082	6689	8486
gene_4089	OphioH327chr_3;OphioH327chr_3	1485262;1485516	1485451;1486747	-;-	1422	2296	2497	2458	1627	1439	1873	2908	4227	4683
gene_4090	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	1487965;1488414;1488969;1489469;1489724;1490645	1488344;1488905;1489409;1489662;1490155;1490673	-;-;-;-;-;-	1968	4	0	0	3	3	3	12	15	8
gene_4091	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	1491405;1492546;1492799	1492471;1492618;1492846	-;-;-	1188	326	297	312	424	381	460	603	896	957
gene_4092	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	1493128;1493212;1493634	1493145;1493580;1493738	+;+;+	492	784	739	780	682	604	1118	2225	2235	2958
gene_4093	OphioH327chr_3	1497346	1498035	+	690	8	5	17	13	3	3	13	8	23
gene_4094	OphioH327chr_3	1499216	1502272	+	3057	3674	3565	3064	3051	2557	5544	7102	8068	11384
gene_4095	OphioH327chr_3	1502676	1503629	-	954	1209	1258	1245	1225	1059	1528	2278	2852	3156
gene_4096	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	1505557;1506052;1506266;1506929	1506000;1506206;1506865;1507859	+;+;+;+	2130	1654	1617	1490	1449	1179	2125	2904	3380	4769
gene_4097	OphioH327chr_3	1508116	1508841	-	726	60	67	53	96	75	53	72	163	112
gene_4098	OphioH327chr_3	1509308	1511032	+	1725	519	565	546	883	905	983	605	999	1024
gene_4099	OphioH327chr_3;OphioH327chr_3	1512124;1512218	1512144;1512412	+;+	216	377	281	325	1063	899	1809	268	346	442
gene_4100	OphioH327chr_3;OphioH327chr_3	1512615;1515663	1515596;1515710	-;-	3030	839	794	880	1420	1293	1736	1193	1810	2090
gene_4101	OphioH327chr_3;OphioH327chr_3	1516978;1517124	1517043;1517291	+;+	234	2956	2596	2691	4838	4394	6979	2899	4274	4438
gene_4102	OphioH327chr_3;OphioH327chr_3	1518116;1518393	1518325;1520132	+;+	1950	587	612	594	697	580	907	786	1024	1272
gene_4103	OphioH327chr_3	1520843	1522372	+	1530	127	142	103	142	117	136	245	326	354
gene_4104	OphioH327chr_3;OphioH327chr_3	1522738;1522866	1522809;1524086	+;+	1293	701	776	792	555	481	583	1128	1540	1528
gene_4105	OphioH327chr_3;OphioH327chr_3;OphioH327chr_3	1528306;1528683;1528947	1528618;1528873;1530848	+;+;+	2406	472	432	421	535	402	920	1011	1368	1862
gene_4106	OphioH327chr_3;OphioH327chr_3	1531286;1531478	1531408;1533220	-;-	1866	1769	1695	1833	1629	1381	1957	1831	2611	3072
gene_4107	OphioH327chr_3;OphioH327chr_3	1533968;1535246	1535190;1535339	+;+	1317	2277	2031	2027	2221	1810	3756	3923	4360	5316
gene_4108	OphioH327chr_3	1536393	1537439	+	1047	33689	34178	34988	25039	20457	33580	35185	48813	55559
