gene_id	mrna_id	signalp_prediction	signalp_is_sp	signalp_other_score	signalp_sp_score	signalp_cs_position	dbcan_any_hit	dbcan_high_confidence	dbcan_n_tools	dbcan_ec	dbcan_hmm	dbcan_sub	dbcan_diamond	dbcan_recommended	dbcan_substrate
gene_3764	mRNA_3764	OTHER	FALSE	1.000000	0.000001		TRUE	FALSE	1	-	-	-	GT1	-	-
gene_3765	mRNA_3765	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3766	mRNA_3766	SP	TRUE	0.000198	0.999774	CS pos: 21-22. Pr: 0.9797	TRUE	TRUE	3	3.2.1.58:16	GH55_2(24-754)	GH55_e8(24-751)	GH55_2+GH55_2	GH55_2	beta-glucan
gene_3767	mRNA_3767	SP	TRUE	0.000292	0.999684	CS pos: 21-22. Pr: 0.9512	FALSE	FALSE	0	-	-	-	-	-	-
gene_3768	mRNA_3768	SP	TRUE	0.000188	0.999788	CS pos: 20-21. Pr: 0.9802	TRUE	FALSE	1	-	-	-	CBM1	-	-
gene_3769	mRNA_3769	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_3770	mRNA_3770	OTHER	FALSE	0.999954	0.000064		TRUE	FALSE	1	-	-	-	GH5_12+GH5_12	-	-
gene_3771	mRNA_3771	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3772	mRNA_3772	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_3773	mRNA_3773	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3774	mRNA_3774	OTHER	FALSE	1.000000	0.000004		FALSE	FALSE	0	-	-	-	-	-	-
gene_3775	mRNA_3775	OTHER	FALSE	1.000000	0.000003		FALSE	FALSE	0	-	-	-	-	-	-
gene_3776	mRNA_3776	SP	TRUE	0.086758	0.913215	CS pos: 27-28. Pr: 0.6527	FALSE	FALSE	0	-	-	-	-	-	-
gene_3777	mRNA_3777	OTHER	FALSE	0.999967	0.000057		FALSE	FALSE	0	-	-	-	-	-	-
gene_3778	mRNA_3778	OTHER	FALSE	1.000000	0.000001		TRUE	FALSE	1	-	-	-	GH162	-	-
gene_3779	mRNA_3779	OTHER	FALSE	1.000000	0.000027		FALSE	FALSE	0	-	-	-	-	-	-
gene_3780	mRNA_3780	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3781	mRNA_3781	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_3782	mRNA_3782	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3783	mRNA_3783	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	CE5	-	-
gene_3784	mRNA_3784	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3785	mRNA_3785	OTHER	FALSE	1.000000	0.000002		FALSE	FALSE	0	-	-	-	-	-	-
gene_3786	mRNA_3786	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3787	mRNA_3787	SP	TRUE	0.004244	0.995728	CS pos: 15-16. Pr: 0.9530	FALSE	FALSE	0	-	-	-	-	-	-
gene_3788	mRNA_3788	OTHER	FALSE	0.997821	0.002176		FALSE	FALSE	0	-	-	-	-	-	-
gene_3789	mRNA_3789	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3790	mRNA_3790	OTHER	FALSE	1.000000	0.000005		FALSE	FALSE	0	-	-	-	-	-	-
gene_3791	mRNA_3791	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_3792	mRNA_3792	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3793	mRNA_3793	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3794	mRNA_3794	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3795	mRNA_3795	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3796	mRNA_3796	OTHER	FALSE	1.000000	0.000029		TRUE	TRUE	3	2.4.1.198:3	GT4(286-425)	GT4_e954(290-428)	GT4	GT4_e954	-
gene_3797	mRNA_3797	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3798	mRNA_3798	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GH125	-	-
gene_3799	mRNA_3799	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_3800	mRNA_3800	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3801	mRNA_3801	OTHER	FALSE	0.999789	0.000233		FALSE	FALSE	0	-	-	-	-	-	-
gene_3802	mRNA_3802	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3803	mRNA_3803	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3804	mRNA_3804	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3805	mRNA_3805	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3806	mRNA_3806	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3807	mRNA_3807	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3808	mRNA_3808	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3809	mRNA_3809	SP	TRUE	0.000280	0.999686	CS pos: 26-27. Pr: 0.9674	FALSE	FALSE	0	-	-	-	-	-	-
gene_3810	mRNA_3810	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_3811	mRNA_3811	OTHER	FALSE	1.000000	0.000002		FALSE	FALSE	0	-	-	-	-	-	-
gene_3812	mRNA_3812	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_3813	mRNA_3813	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3814	mRNA_3814	OTHER	FALSE	0.989300	0.010721		FALSE	FALSE	0	-	-	-	-	-	-
gene_3815	mRNA_3815	OTHER	FALSE	1.000000	0.000006		FALSE	FALSE	0	-	-	-	-	-	-
gene_3816	mRNA_3816	OTHER	FALSE	0.999463	0.000558		FALSE	FALSE	0	-	-	-	-	-	-
gene_3817	mRNA_3817	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_3818	mRNA_3818	OTHER	FALSE	0.999384	0.000671		FALSE	FALSE	0	-	-	-	-	-	-
gene_3819	mRNA_3819	OTHER	FALSE	1.000000	0.000018		FALSE	FALSE	0	-	-	-	-	-	-
gene_3820	mRNA_3820	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3821	mRNA_3821	OTHER	FALSE	1.000000	0.000002		FALSE	FALSE	0	-	-	-	-	-	-
gene_3822	mRNA_3822	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	AA5_2+AA5_2+CBM32	-	-
gene_3823	mRNA_3823	OTHER	FALSE	1.000000	0.000002		TRUE	FALSE	1	-	-	-	GH12	-	-
gene_3824	mRNA_3824	OTHER	FALSE	1.000000	0.000003		FALSE	FALSE	0	-	-	-	-	-	-
gene_3825	mRNA_3825	OTHER	FALSE	1.000000	0.000006		FALSE	FALSE	0	-	-	-	-	-	-
gene_3826	mRNA_3826	SP	TRUE	0.000528	0.999468	CS pos: 16-17. Pr: 0.9638	TRUE	TRUE	3	1.14.99.54:2;1.14.99.56:4	AA9(5-225)	AA9_e31(7-225)	AA9	AA9_e31	cellulose
gene_3827	mRNA_3827	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3828	mRNA_3828	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3829	mRNA_3829	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3830	mRNA_3830	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3831	mRNA_3831	OTHER	FALSE	1.000000	0.000007		FALSE	FALSE	0	-	-	-	-	-	-
gene_3832	mRNA_3832	OTHER	FALSE	1.000000	0.000006		FALSE	FALSE	0	-	-	-	-	-	-
gene_3833	mRNA_3833	SP	TRUE	0.000265	0.999716	CS pos: 19-20. Pr: 0.9805	FALSE	FALSE	0	-	-	-	-	-	-
gene_3834	mRNA_3834	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3835	mRNA_3835	OTHER	FALSE	0.999934	0.000112		FALSE	FALSE	0	-	-	-	-	-	-
gene_3836	mRNA_3836	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3837	mRNA_3837	OTHER	FALSE	1.000000	0.000006		FALSE	FALSE	0	-	-	-	-	-	-
gene_3838	mRNA_3838	OTHER	FALSE	0.999496	0.000524		FALSE	FALSE	0	-	-	-	-	-	-
gene_3839	mRNA_3839	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3840	mRNA_3840	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GH92	-	-
gene_3841	mRNA_3841	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3842	mRNA_3842	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3843	mRNA_3843	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3844	mRNA_3844	OTHER	FALSE	0.928175	0.071835		FALSE	FALSE	0	-	-	-	-	-	-
gene_3845	mRNA_3845	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3846	mRNA_3846	OTHER	FALSE	0.999877	0.000156		FALSE	FALSE	0	-	-	-	-	-	-
gene_3847	mRNA_3847	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3848	mRNA_3848	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_3849	mRNA_3849	OTHER	FALSE	1.000000	0.000026		FALSE	FALSE	0	-	-	-	-	-	-
gene_3850	mRNA_3850	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3851	mRNA_3851	OTHER	FALSE	1.000000	0.000015		FALSE	FALSE	0	-	-	-	-	-	-
gene_3852	mRNA_3852	OTHER	FALSE	1.000000	0.000002		FALSE	FALSE	0	-	-	-	-	-	-
gene_3853	mRNA_3853	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GT57	-	-
gene_3854	mRNA_3854	OTHER	FALSE	1.000000	0.000002		FALSE	FALSE	0	-	-	-	-	-	-
gene_3855	mRNA_3855	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3856	mRNA_3856	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3857	mRNA_3857	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3858	mRNA_3858	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GH13_11	-	-
gene_3859	mRNA_3859	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3860	mRNA_3860	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_3861	mRNA_3861	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3862	mRNA_3862	OTHER	FALSE	1.000000	0.000012		FALSE	FALSE	0	-	-	-	-	-	-
gene_3863	mRNA_3863	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GH18	-	-
gene_3864	mRNA_3864	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_3865	mRNA_3865	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3866	mRNA_3866	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_3867	mRNA_3867	SP	TRUE	0.000210	0.999774	CS pos: 23-24. Pr: 0.8139	TRUE	TRUE	3	1.10.3.2:2|-	AA1_3(62-380)	AA1_e18(67-380)+AA1_e9(473-637)	AA1	AA1_3|AA1_e9	lignin
gene_3868	mRNA_3868	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3869	mRNA_3869	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_3870	mRNA_3870	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3871	mRNA_3871	OTHER	FALSE	0.999785	0.000205		FALSE	FALSE	0	-	-	-	-	-	-
gene_3872	mRNA_3872	OTHER	FALSE	0.984901	0.015105		FALSE	FALSE	0	-	-	-	-	-	-
gene_3873	mRNA_3873	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3874	mRNA_3874	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3875	mRNA_3875	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3876	mRNA_3876	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3877	mRNA_3877	OTHER	FALSE	1.000000	0.000002		FALSE	FALSE	0	-	-	-	-	-	-
gene_3878	mRNA_3878	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GT2	-	-
gene_3879	mRNA_3879	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3880	mRNA_3880	OTHER	FALSE	0.999870	0.000128		FALSE	FALSE	0	-	-	-	-	-	-
gene_3881	mRNA_3881	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_3882	mRNA_3882	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3883	mRNA_3883	OTHER	FALSE	1.000000	0.000004		FALSE	FALSE	0	-	-	-	-	-	-
gene_3884	mRNA_3884	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_3885	mRNA_3885	OTHER	FALSE	0.999956	0.000042		FALSE	FALSE	0	-	-	-	-	-	-
gene_3886	mRNA_3886	OTHER	FALSE	1.000000	0.000018		FALSE	FALSE	0	-	-	-	-	-	-
gene_3887	mRNA_3887	OTHER	FALSE	0.999863	0.000135		TRUE	FALSE	1	-	-	-	GH2_10+GH2_10	-	-
gene_3888	mRNA_3888	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3889	mRNA_3889	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3890	mRNA_3890	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3891	mRNA_3891	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3892	mRNA_3892	SP	TRUE	0.000275	0.999704	CS pos: 18-19. Pr: 0.9741	FALSE	FALSE	0	-	-	-	-	-	-
gene_3893	mRNA_3893	OTHER	FALSE	0.999927	0.000071		TRUE	FALSE	1	-	-	-	GT0	-	-
gene_3894	mRNA_3894	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_3895	mRNA_3895	OTHER	FALSE	1.000000	0.000032		FALSE	FALSE	0	-	-	-	-	-	-
gene_3896	mRNA_3896	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GH115	-	-
gene_3897	mRNA_3897	OTHER	FALSE	1.000000	0.000022		FALSE	FALSE	0	-	-	-	-	-	-
gene_3898	mRNA_3898	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3899	mRNA_3899	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3900	mRNA_3900	OTHER	FALSE	0.652822	0.347175		TRUE	TRUE	3	2.4.1.-:1	GT69(56-334)	GT69_e1(56-334)	GT69	GT69_e1	-
gene_3901	mRNA_3901	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3902	mRNA_3902	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_3903	mRNA_3903	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3904	mRNA_3904	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3905	mRNA_3905	OTHER	FALSE	0.999944	0.000110		FALSE	FALSE	0	-	-	-	-	-	-
gene_3906	mRNA_3906	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3907	mRNA_3907	OTHER	FALSE	0.999736	0.000296		FALSE	FALSE	0	-	-	-	-	-	-
gene_3908	mRNA_3908	OTHER	FALSE	1.000000	0.000010		FALSE	FALSE	0	-	-	-	-	-	-
gene_3909	mRNA_3909	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3910	mRNA_3910	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3911	mRNA_3911	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GT32	-	-
gene_3912	mRNA_3912	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3913	mRNA_3913	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3914	mRNA_3914	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3915	mRNA_3915	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GH16_1+GH16_1	-	-
gene_3916	mRNA_3916	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3917	mRNA_3917	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3918	mRNA_3918	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GH13_1+GH13_1	-	-
gene_3919	mRNA_3919	OTHER	FALSE	1.000000	0.000001		TRUE	FALSE	1	-	-	-	GH43_6+GH43_6	-	-
gene_3920	mRNA_3920	OTHER	FALSE	1.000000	0.000003		TRUE	TRUE	2	-	-	CBM48_e62(9-65)	CBM48	CBM48_e62	alpha-glucan
gene_3921	mRNA_3921	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3922	mRNA_3922	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3923	mRNA_3923	OTHER	FALSE	0.999973	0.000060		FALSE	FALSE	0	-	-	-	-	-	-
gene_3924	mRNA_3924	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_3925	mRNA_3925	OTHER	FALSE	0.999976	0.000027		FALSE	FALSE	0	-	-	-	-	-	-
gene_3926	mRNA_3926	OTHER	FALSE	1.000000	0.000002		FALSE	FALSE	0	-	-	-	-	-	-
gene_3927	mRNA_3927	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3928	mRNA_3928	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_3929	mRNA_3929	OTHER	FALSE	0.999941	0.000072		TRUE	FALSE	1	-	-	-	GT62	-	-
gene_3930	mRNA_3930	OTHER	FALSE	1.000000	0.000028		FALSE	FALSE	0	-	-	-	-	-	-
gene_3931	mRNA_3931	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3932	mRNA_3932	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3933	mRNA_3933	OTHER	FALSE	1.000000	0.000002		FALSE	FALSE	0	-	-	-	-	-	-
gene_3934	mRNA_3934	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3935	mRNA_3935	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3936	mRNA_3936	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3937	mRNA_3937	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3938	mRNA_3938	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GH3	-	-
gene_3939	mRNA_3939	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3940	mRNA_3940	OTHER	FALSE	1.000000	0.000001		TRUE	FALSE	1	-	-	-	GT20	-	-
gene_3941	mRNA_3941	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3942	mRNA_3942	OTHER	FALSE	0.999622	0.000416		FALSE	FALSE	0	-	-	-	-	-	-
gene_3943	mRNA_3943	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3944	mRNA_3944	OTHER	FALSE	1.000000	0.000008		FALSE	FALSE	0	-	-	-	-	-	-
gene_3945	mRNA_3945	OTHER	FALSE	1.000000	0.000003		FALSE	FALSE	0	-	-	-	-	-	-
gene_3946	mRNA_3946	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GT1	-	-
gene_3947	mRNA_3947	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_3948	mRNA_3948	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3949	mRNA_3949	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_3950	mRNA_3950	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GH24	-	-
gene_3951	mRNA_3951	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3952	mRNA_3952	OTHER	FALSE	0.999978	0.000043		FALSE	FALSE	0	-	-	-	-	-	-
gene_3953	mRNA_3953	OTHER	FALSE	0.999965	0.000026		FALSE	FALSE	0	-	-	-	-	-	-
gene_3954	mRNA_3954	OTHER	FALSE	0.999889	0.000109		FALSE	FALSE	0	-	-	-	-	-	-
gene_3955	mRNA_3955	SP	TRUE	0.000332	0.999653	CS pos: 23-24. Pr: 0.9699	TRUE	FALSE	1	-	-	-	CBM35	-	-
gene_3956	mRNA_3956	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3957	mRNA_3957	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3958	mRNA_3958	SP	TRUE	0.000322	0.999657	CS pos: 22-23. Pr: 0.7603	TRUE	TRUE	3	3.2.1.101:1	GH76(30-400)	GH76_e8(32-402)	GH76	GH76_e8	alpha-mannan
gene_3959	mRNA_3959	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	CBM18+GH18	-	-
gene_3960	mRNA_3960	OTHER	FALSE	0.999868	0.000121		FALSE	FALSE	0	-	-	-	-	-	-
gene_3961	mRNA_3961	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3962	mRNA_3962	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3963	mRNA_3963	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_3964	mRNA_3964	OTHER	FALSE	1.000000	0.000005		TRUE	FALSE	1	-	-	-	GT0	-	-
gene_3965	mRNA_3965	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3966	mRNA_3966	SP	TRUE	0.000233	0.999733	CS pos: 18-19. Pr: 0.9828	FALSE	FALSE	0	-	-	-	-	-	-
gene_3967	mRNA_3967	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3968	mRNA_3968	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GT57	-	-
gene_3969	mRNA_3969	SP	TRUE	0.000548	0.999416	CS pos: 20-21. Pr: 0.8581	FALSE	FALSE	0	-	-	-	-	-	-
gene_3970	mRNA_3970	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3971	mRNA_3971	OTHER	FALSE	1.000000	0.000010		FALSE	FALSE	0	-	-	-	-	-	-
gene_3972	mRNA_3972	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_3973	mRNA_3973	OTHER	FALSE	0.999445	0.000567		TRUE	FALSE	1	-	-	-	GH5_24+GH5_24	-	-
gene_3974	mRNA_3974	OTHER	FALSE	0.984578	0.015444		FALSE	FALSE	0	-	-	-	-	-	-
gene_3975	mRNA_3975	OTHER	FALSE	0.999990	0.000003		FALSE	FALSE	0	-	-	-	-	-	-
gene_3976	mRNA_3976	OTHER	FALSE	0.999233	0.000808		FALSE	FALSE	0	-	-	-	-	-	-
gene_3977	mRNA_3977	OTHER	FALSE	0.577678	0.422318		TRUE	TRUE	3	-	GH5_24(65-378)	GH5_e56(66-378)	GH5_24+GH5_24	GH5_24	-
gene_3978	mRNA_3978	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3979	mRNA_3979	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3980	mRNA_3980	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3981	mRNA_3981	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3982	mRNA_3982	OTHER	FALSE	1.000000	0.000002		TRUE	FALSE	1	-	-	-	GH72	-	-
gene_3983	mRNA_3983	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3984	mRNA_3984	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3985	mRNA_3985	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GT20	-	-
gene_3986	mRNA_3986	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3987	mRNA_3987	OTHER	FALSE	1.000000	0.000000		TRUE	TRUE	2	-	GT2(263-542)	-	GT2	GT2	-
gene_3988	mRNA_3988	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_3989	mRNA_3989	OTHER	FALSE	1.000000	0.000002		FALSE	FALSE	0	-	-	-	-	-	-
